task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000112-1,U01,A,BAT_A01,0.0,1653.852469173274,1653.852469173274,1.9525396814898757,1653.852469173274,2717.919488270349,1064.0670190970752,1,2,S010,1654,2718
P000716-1,U02,A,BAT_A02,0.0,2031.8707704431356,2031.8707704431356,2.3588364003722835,2031.8707704431356,3213.3123972173507,1181.4416267742154,2,2,S001>S010,2032,3214
P002700-1,U05,B,BAT_B01,0.0,1150.3573074816584,1150.3573074816584,1.2239597072836312,1150.3573074816584,2347.406513971232,1197.0492064895736,1,2,S001,1151,2348
P002888-1,U05,B,BAT_B03,1151.0,3074.80003809751,1923.80003809751,2.7552342804549035,3074.80003809751,4935.401559627968,1860.6015215304583,1,3,S012,3075,4936
P002909-1,U05,B,BAT_B01,3075.0,4904.57299249031,1829.5729924903096,2.3109026130195294,4904.57299249031,6572.630791465439,1668.0577989751296,1,3,S015,4905,6573
P002756-1,U05,B,BAT_B03,4936.0,6956.24147479645,2020.2414747964503,2.935633182931117,6956.24147479645,8895.015854066602,1938.7743792701508,1,2,S003,6957,8896
P002867-1,U05,B,BAT_B01,6957.0,8517.778736614857,1560.7787366148573,2.1024528395672246,8517.778736614857,10095.50830042732,1577.729563812464,1,3,S009,8518,10096
P002895-1,U06,B,BAT_B02,0.0,1510.4000484846588,1510.4000484846588,1.824566933772147,1510.4000484846588,2967.7123864525893,1457.3123379679305,1,3,S013,1511,2968
P002902-1,U06,B,BAT_B04,1511.0,3379.5974513534843,1868.5974513534843,2.137304308171069,3379.5974513534843,4972.429318227614,1592.83186687413,1,3,S014,3380,4973
P002910-1,U06,B,BAT_B02,3380.0,5355.626636523027,1975.6266365230265,2.609979033144972,5355.626636523027,7153.284217552515,1797.657581029488,2,2,S001>S002,5356,7154
P002754-1,U06,B,BAT_B04,5356.0,7376.24147479645,2020.2414747964503,2.935633182931117,7376.24147479645,9315.015854066602,1938.7743792701508,1,2,S003,7377,9316
P002700-2,U06,B,BAT_B02,7377.0,8527.357307481658,1150.3573074816584,1.2239597072836312,8527.357307481658,9724.406513971231,1197.0492064895736,1,2,S001,8528,9725
P008441-1,U07,C,BAT_C01,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P008641-1,U07,C,BAT_C04,2178.0,3738.8632994307263,1560.8632994307263,2.5939758810401803,3738.8632994307263,5274.731767212442,1535.8684677817155,1,6,S006,3739,5275
P051203-1,U07,C,BAT_C02,3739.0,6435.427513918611,2696.427513918611,6.377502256793861,6435.427513918611,8996.001041800282,2560.5735278816705,2,8,S011>S008,6436,8997
P008594-1,U07,C,BAT_C04,6436.0,8316.044640635813,1880.0446406358128,4.2387743677705485,8316.044640635813,10297.379365240336,1981.3347246045237,1,6,S005,8317,10298
P008382-1,U08,C,BAT_C02,197.0,1890.4261775174657,1693.4261775174657,2.728480567856419,1890.4261775174657,3462.722997978579,1572.2968204611134,1,9,S001,1891,3463
P025360-1,U08,C,BAT_C03,1891.0,4716.312759084483,2825.312759084484,5.941568400889239,4716.312759084483,7158.820867658653,2442.508108574169,2,9,S007>S003,4717,7159
P008547-1,U08,C,BAT_C01,4717.0,7022.184064967842,2305.184064967841,6.1769107423796425,7022.184064967842,9528.430724362328,2506.2466593944864,1,6,S004,7023,9529
