task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000005-2,U01,A,BAT_A01,0.0,1252.470877312685,1252.470877312685,1.2860758210865872,1252.470877312685,2124.0038922932545,871.5330149805698,1,2,S001,1253,2125
P000890-1,U01,A,BAT_A05,1288.0,3192.4758672031694,1904.4758672031696,2.19432547296678,3192.4758672031694,4326.392114949128,1133.9162477459586,2,2,S001>S013,3193,4327
P002293-1,U01,A,BAT_A04,3273.0,5694.260085706776,2421.2600857067764,3.2276625368581007,5694.260085706776,7126.695929688005,1432.435843981229,2,2,S011>S008,5695,7127
P000073-1,U02,A,BAT_A02,0.0,1312.6149834599576,1312.6149834599576,1.354999454410149,1312.6149834599576,2204.059270289556,891.4442868295985,1,2,S006,1313,2205
P000005-1,U02,A,BAT_A06,1323.0,2575.470877312685,1252.470877312685,1.2860758210865872,2575.470877312685,3447.0038922932545,871.5330149805698,1,2,S001,2576,3448
P000039-1,U02,A,BAT_A06,3468.0,5730.276992828245,2262.276992828245,3.0827565924461284,5730.276992828245,7120.851119534905,1390.5741267066594,1,2,S003,5731,7121
P001153-1,U03,A,BAT_A03,0.0,2219.799820896939,2219.799820896939,2.948053836316883,2219.799820896939,3571.4598180551493,1351.6599971582104,2,2,S009>S002,2220,3572
P000077-1,U03,A,BAT_A02,2246.0,3558.6149834599573,1312.6149834599576,1.3095840119305917,3558.6149834599573,4436.9392535732395,878.3242701132822,1,2,S006,3559,4437
P000096-1,U03,A,BAT_A03,3575.0,5751.204017947611,2176.2040179476107,3.320471468312056,5751.204017947611,7210.451331015538,1459.2473130679273,1,2,S008,5752,7211
P002523-1,U04,A,BAT_A04,0.0,2069.992187968592,2069.992187968592,2.2865693659807698,2069.992187968592,3230.556671474148,1160.5644835055557,2,3,S013>S010,2070,3231
P000110-1,U04,A,BAT_A01,2202.0,3855.8524691732737,1653.852469173274,2.0198116904222125,3855.8524691732737,4939.353624184135,1083.5011550108613,1,2,S010,3856,4940
P000104-1,U04,A,BAT_A05,4354.0,6045.534486238949,1691.5344862389493,2.3382502154288844,6045.534486238949,7221.028992918405,1175.4945066794553,1,2,S009,6046,7222
P002754-1,U05,B,BAT_B01,0.0,2020.2414747964503,2020.2414747964503,2.935633182931117,2020.2414747964503,3959.015854066601,1938.7743792701508,1,2,S003,2021,3960
P002888-1,U05,B,BAT_B04,2021.0,3944.80003809751,1923.80003809751,2.7552342804549035,3944.80003809751,5805.401559627968,1860.6015215304583,1,3,S012,3945,5806
P002857-1,U05,B,BAT_B03,3945.0,5850.888618492203,1905.888618492203,2.4985230980260456,5850.888618492203,7600.248627636823,1749.3600091446197,1,2,S008,5851,7601
P002877-1,U06,B,BAT_B02,0.0,1129.630285736439,1129.630285736439,1.028789667546012,1129.630285736439,2242.105808339711,1112.4755226032719,1,2,S011,1130,2243
P002814-1,U06,B,BAT_B03,1130.0,2336.580686312237,1206.5806863122368,1.1364459809209513,2336.580686312237,3495.7072780446492,1159.1265917324122,1,2,S006,2337,3496
P002902-1,U06,B,BAT_B02,2337.0,4205.597451353484,1868.5974513534843,2.137304308171069,4205.597451353484,5798.429318227614,1592.83186687413,1,3,S014,4206,5799
P002909-1,U06,B,BAT_B01,4206.0,6035.57299249031,1829.5729924903096,2.3109026130195294,6035.57299249031,7703.630791465439,1668.0577989751296,1,3,S015,6036,7704
P008328-1,U07,C,BAT_C01,0.0,1561.4261775174657,1561.4261775174657,2.92626894731049,1561.4261775174657,3187.2906840807236,1625.8645065632577,1,7,S001,1562,3188
P008441-1,U07,C,BAT_C04,1562.0,3739.00675724525,2177.00675724525,6.300747965355022,3739.00675724525,6278.792664528902,2539.785907283652,1,7,S002,3740,6279
P008547-1,U07,C,BAT_C01,3740.0,6045.184064967842,2305.184064967841,6.1769107423796425,6045.184064967842,8551.430724362328,2506.2466593944864,1,6,S004,6046,8552
P008360-1,U08,C,BAT_C02,0.0,1297.4261775174657,1297.4261775174657,2.0262125182201034,1297.4261775174657,2679.525401202077,1382.0992236846114,1,3,S001,1298,2680
P025004-1,U08,C,BAT_C03,1298.0,4123.312759084483,2825.312759084484,6.277758254664471,4123.312759084483,6656.8722863894445,2533.559527304961,2,9,S007>S003,4124,6657
P008594-1,U08,C,BAT_C02,4124.0,6004.044640635813,1880.0446406358128,4.2387743677705485,6004.044640635813,7985.3793652403365,1981.3347246045237,1,6,S005,6005,7986
