task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000110-1,U01,A,BAT_A01,0.0,1653.852469173274,1653.852469173274,2.0198116904222125,1653.852469173274,2737.3536241841352,1083.5011550108613,1,2,S010,1654,2738
P000891-1,U01,A,BAT_A05,1654.0,3558.4758672031694,1904.4758672031696,2.291991783745412,3558.4758672031694,4720.606826951844,1162.1309597486747,2,2,S013>S001,3559,4721
P000104-1,U01,A,BAT_A04,3932.0,5623.534486238949,1691.5344862389493,2.3382502154288844,5623.534486238949,6799.028992918405,1175.4945066794553,1,2,S009,5624,6800
P000140-1,U02,A,BAT_A02,0.0,1970.20984697682,1970.20984697682,2.5615407139168,1970.20984697682,3210.2104976638957,1240.0006506870754,1,2,S015,1971,3211
P002522-1,U02,A,BAT_A06,1971.0,4040.992187968592,2069.992187968592,2.3246615833643656,4040.992187968592,5212.561089829409,1171.5689018608168,2,3,S010>S013,4041,5213
P001413-1,U03,A,BAT_A03,0.0,2543.7989415425154,2543.7989415425154,3.250566893853064,2543.7989415425154,3982.8515997667337,1439.0526582242185,2,2,S015>S003,2544,3983
P000035-1,U03,A,BAT_A01,2868.0,5070.276992828245,2202.276992828245,2.9307167339043163,5070.276992828245,6416.928493733936,1346.6515009056914,1,1,S003,5071,6417
P001527-1,U04,A,BAT_A04,0.0,2467.5383526579258,2467.5383526579258,3.335699814563606,2467.5383526579258,3931.184965754079,1463.646613096153,2,3,S009>S004,2468,3932
P000052-1,U04,A,BAT_A02,3211.0,5394.959400972984,2183.959400972985,3.203366220355213,5394.959400972984,6820.376309075602,1425.416908102617,1,2,S004,5395,6821
P002700-2,U05,B,BAT_B01,0.0,1150.3573074816584,1150.3573074816584,1.2239597072836312,1150.3573074816584,2347.406513971232,1197.0492064895736,1,2,S001,1151,2348
P002700-1,U05,B,BAT_B03,1151.0,2301.3573074816586,1150.3573074816584,1.2239597072836312,2301.3573074816586,3498.406513971232,1197.0492064895736,1,2,S001,2302,3499
P002902-1,U05,B,BAT_B01,2348.0,4216.597451353484,1868.5974513534843,2.137304308171069,4216.597451353484,5809.429318227614,1592.83186687413,1,3,S014,4217,5810
P002778-1,U05,B,BAT_B03,4217.0,6142.77100954792,1925.7710095479192,2.678558384203423,6142.77100954792,7970.146309369403,1827.3752998214834,1,2,S004,6143,7971
P002888-1,U06,B,BAT_B02,0.0,1923.80003809751,1923.80003809751,2.7552342804549035,1923.80003809751,3784.4015596279683,1860.6015215304583,1,3,S012,1924,3785
P002910-1,U06,B,BAT_B04,1924.0,3899.6266365230267,1975.6266365230265,2.609979033144972,3899.6266365230267,5697.284217552515,1797.657581029488,2,2,S001>S002,3900,5698
P002756-1,U06,B,BAT_B02,3900.0,5920.24147479645,2020.2414747964503,2.935633182931117,5920.24147479645,7859.015854066602,1938.7743792701508,1,2,S003,5921,7860
P008382-1,U07,C,BAT_C01,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U07,C,BAT_C04,1694.0,4519.312759084483,2825.312759084484,5.941568400889239,4519.312759084483,6961.820867658653,2442.508108574169,2,9,S007>S003,4520,6962
P008594-1,U07,C,BAT_C02,4520.0,6400.044640635813,1880.0446406358128,4.2387743677705485,6400.044640635813,8381.379365240336,1981.3347246045237,1,6,S005,6401,8382
P008641-1,U08,C,BAT_C02,0.0,1560.8632994307263,1560.8632994307263,2.5939758810401803,1560.8632994307263,3096.731767212442,1535.8684677817155,1,6,S006,1561,3097
P008441-1,U08,C,BAT_C03,1561.0,3738.00675724525,2177.00675724525,6.300747965355022,3738.00675724525,6277.792664528902,2539.785907283652,1,7,S002,3739,6278
P051203-1,U08,C,BAT_C01,3739.0,6435.427513918611,2696.427513918611,6.377502256793861,6435.427513918611,8996.001041800282,2560.5735278816705,2,8,S011>S008,6436,8997
