task_id,class_id,box_id,pattern_id,start_time_s,delivery_offset_s,delivery_time_s,deadline_s
P008382-1,C002,B001,P008382,0.0,1380.898088758733,1380.898088758733,3600.0
P008382-1,C001,B002,P008382,0.0,1380.898088758733,1380.898088758733,3600.0
P008382-1,C005,B003,P008382,0.0,1380.898088758733,1380.898088758733,3600.0
P000891-1,C006,B004,P000891,1654.0,1561.3637618801606,3215.3637618801604,inf
P002700-1,C006,B005,P002700,1151.0,858.3019870741625,2009.3019870741625,inf
P002700-1,C006,B006,P002700,1151.0,858.3019870741625,2009.3019870741625,inf
P002700-2,C006,B007,P002700,0.0,858.3019870741625,858.3019870741625,inf
P002700-2,C006,B008,P002700,0.0,858.3019870741625,858.3019870741625,inf
P002910-1,C006,B009,P002910,1924.0,828.3019870741625,2752.3019870741628,inf
P008382-1,C006,B010,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008382-1,C003,B011,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008382-1,C003,B012,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008382-1,C003,B013,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008382-1,C004,B014,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008382-1,C004,B015,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008441-1,C007,B016,P008441,1561.0,1554.9133786226248,3115.913378622625,3600.0
P008441-1,C010,B017,P008441,1561.0,1554.9133786226248,3115.913378622625,3600.0
P002910-1,C011,B018,P002910,1924.0,1377.6223002588,3301.6223002588,inf
P008441-1,C011,B019,P008441,1561.0,1554.9133786226248,3115.913378622625,inf
P008441-1,C011,B020,P008441,1561.0,1554.9133786226248,3115.913378622625,inf
P008441-1,C008,B021,P008441,1561.0,1554.9133786226248,3115.913378622625,inf
P008441-1,C008,B022,P008441,1561.0,1554.9133786226248,3115.913378622625,inf
P008441-1,C009,B023,P008441,1561.0,1554.9133786226248,3115.913378622625,inf
P025360-1,C012,B024,P025360,1694.0,2034.86799865566,3728.86799865566,7200.0
P002756-1,C015,B025,P002756,3900.0,1288.0940707315583,5188.0940707315585,7200.0
P000035-1,C016,B026,P000035,2868.0,1349.111829747456,4217.111829747456,inf
P001413-1,C016,B027,P001413,0.0,1690.6337784617265,1690.6337784617265,inf
P002756-1,C016,B028,P002756,3900.0,1288.0940707315583,5188.0940707315585,inf
P025360-1,C013,B029,P025360,1694.0,2034.86799865566,3728.86799865566,inf
P025360-1,C013,B030,P025360,1694.0,2034.86799865566,3728.86799865566,inf
P025360-1,C014,B031,P025360,1694.0,2034.86799865566,3728.86799865566,inf
P001527-1,C017,B032,P001527,0.0,1657.2053188381,1657.2053188381,7200.0
P000052-1,C020,B033,P000052,3211.0,1373.6263671531592,4584.62636715316,7200.0
P001527-1,C021,B034,P001527,0.0,1657.2053188381,1657.2053188381,inf
P002778-1,C021,B035,P002778,4217.0,1244.5321714406264,5461.532171440626,inf
P000052-1,C018,B036,P000052,3211.0,1373.6263671531592,4584.62636715316,inf
P002778-1,C019,B037,P002778,4217.0,1244.5321714406264,5461.532171440626,inf
P008594-1,C022,B038,P008594,4520.0,1374.6573203179064,5894.657320317907,10800.0
P008594-1,C025,B039,P008594,4520.0,1374.6573203179064,5894.657320317907,10800.0
P008594-1,C026,B040,P008594,4520.0,1374.6573203179064,5894.657320317907,inf
P008594-1,C026,B041,P008594,4520.0,1374.6573203179064,5894.657320317907,inf
P008594-1,C023,B042,P008594,4520.0,1374.6573203179064,5894.657320317907,inf
P008594-1,C024,B043,P008594,4520.0,1374.6573203179064,5894.657320317907,inf
P008641-1,C027,B044,P008641,0.0,1209.0766497153631,1209.0766497153631,3600.0
P008641-1,C030,B045,P008641,0.0,1209.0766497153631,1209.0766497153631,3600.0
P008641-1,C031,B046,P008641,0.0,1209.0766497153631,1209.0766497153631,inf
P008641-1,C031,B047,P008641,0.0,1209.0766497153631,1209.0766497153631,inf
P008641-1,C028,B048,P008641,0.0,1209.0766497153631,1209.0766497153631,inf
P008641-1,C029,B049,P008641,0.0,1209.0766497153631,1209.0766497153631,inf
P025360-1,C032,B050,P025360,1694.0,1467.7006332510348,3161.7006332510346,3600.0
P025360-1,C035,B051,P025360,1694.0,1467.7006332510348,3161.7006332510346,3600.0
P025360-1,C036,B052,P025360,1694.0,1467.7006332510348,3161.7006332510346,inf
P025360-1,C033,B053,P025360,1694.0,1467.7006332510348,3161.7006332510346,inf
P025360-1,C034,B054,P025360,1694.0,1467.7006332510348,3161.7006332510346,inf
P051203-1,C037,B055,P051203,3739.0,1992.3883159599443,5731.3883159599445,7200.0
P051203-1,C040,B056,P051203,3739.0,1992.3883159599443,5731.3883159599445,7200.0
P051203-1,C041,B057,P051203,3739.0,1992.3883159599443,5731.3883159599445,inf
P051203-1,C038,B058,P051203,3739.0,1992.3883159599443,5731.3883159599445,inf
P051203-1,C039,B059,P051203,3739.0,1992.3883159599443,5731.3883159599445,inf
P001527-1,C042,B060,P001527,0.0,1127.3572431194746,1127.3572431194746,10800.0
P000104-1,C044,B061,P000104,3932.0,1127.3572431194746,5059.357243119474,10800.0
P000104-1,C043,B062,P000104,3932.0,1127.3572431194746,5059.357243119474,inf
P002522-1,C045,B063,P002522,1971.0,1104.4629012533037,3075.4629012533037,3600.0
P000110-1,C047,B064,P000110,0.0,1104.4629012533037,1104.4629012533037,3600.0
P000110-1,C046,B065,P000110,0.0,1104.4629012533037,1104.4629012533037,inf
P051203-1,C048,B066,P051203,3739.0,1124.5054354300685,4863.505435430068,10800.0
P051203-1,C050,B067,P051203,3739.0,1124.5054354300685,4863.505435430068,10800.0
P051203-1,C049,B068,P051203,3739.0,1124.5054354300685,4863.505435430068,inf
P002888-1,C051,B069,P002888,0.0,1271.8300190487548,1271.8300190487548,3600.0
P002888-1,C053,B070,P002888,0.0,1271.8300190487548,1271.8300190487548,3600.0
P002888-1,C052,B071,P002888,0.0,1271.8300190487548,1271.8300190487548,inf
P002522-1,C054,B072,P002522,1971.0,1541.5138253495998,3512.5138253495998,3600.0
P002522-1,C056,B073,P002522,1971.0,1541.5138253495998,3512.5138253495998,3600.0
P000891-1,C055,B074,P000891,1654.0,1053.545029285659,2707.545029285659,inf
P002902-1,C057,B075,P002902,2348.0,1241.8553923434088,3589.8553923434088,3600.0
P002902-1,C059,B076,P002902,2348.0,1241.8553923434088,3589.8553923434088,3600.0
P002902-1,C058,B077,P002902,2348.0,1241.8553923434088,3589.8553923434088,inf
P001413-1,C060,B078,P001413,0.0,1228.54492348841,1228.54492348841,7200.0
P000140-1,C062,B079,P000140,0.0,1258.54492348841,1258.54492348841,10800.0
P000140-1,C061,B080,P000140,0.0,1258.54492348841,1258.54492348841,inf
