task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000134-1,U01,A,BAT_A01,0.0,1988.9611053702408,1988.9611053702408,2.366013438574972,1988.9611053702408,3172.476098736344,1183.514993366103,1,2,S014,1989,3173
P000716-1,U02,A,BAT_A02,0.0,2031.8707704431356,2031.8707704431356,2.3588364003722835,2031.8707704431356,3213.3123972173507,1181.4416267742154,2,2,S001>S010,2032,3214
P002550-1,U03,A,BAT_A03,0.0,2314.530767160259,2314.530767160259,2.5169927535966083,2314.530767160259,3541.662007088168,1227.131239927909,2,3,S010>S014,2315,3542
P000062-1,U04,A,BAT_A04,1.0,1696.7581046684645,1695.7581046684645,2.2014564651560837,1696.7581046684645,2832.7344168246664,1135.9763121562019,1,2,S005,1697,2833
P000065-1,U04,A,BAT_A05,1697.0,3392.7581046684645,1695.7581046684645,2.129518815506648,3392.7581046684645,4507.952429148163,1115.1943244796983,1,2,S005,3393,4508
P002700-1,U05,B,BAT_B01,0.0,1150.3573074816584,1150.3573074816584,1.2239597072836312,1150.3573074816584,2347.406513971232,1197.0492064895736,1,2,S001,1151,2348
P002895-1,U05,B,BAT_B03,1151.0,2661.400048484659,1510.4000484846588,1.824566933772147,2661.400048484659,4118.712386452589,1457.3123379679305,1,3,S013,2662,4119
P002700-2,U05,B,BAT_B01,2662.0,3812.3573074816586,1150.3573074816584,1.2239597072836312,3812.3573074816586,5009.406513971232,1197.0492064895736,1,2,S001,3813,5010
P002909-1,U05,B,BAT_B02,3813.0,5642.57299249031,1829.5729924903096,2.3109026130195294,5642.57299249031,7310.630791465439,1668.0577989751296,1,3,S015,5643,7311
P002756-1,U05,B,BAT_B01,5643.0,7663.24147479645,2020.2414747964503,2.935633182931117,7663.24147479645,9602.015854066602,1938.7743792701508,1,2,S003,7664,9603
P002910-1,U06,B,BAT_B02,0.0,1975.6266365230265,1975.6266365230265,2.609979033144972,1975.6266365230265,3773.2842175525147,1797.657581029488,2,2,S001>S002,1976,3774
P002888-1,U06,B,BAT_B04,1977.0,3900.80003809751,1923.80003809751,2.7552342804549035,3900.80003809751,5761.401559627968,1860.6015215304583,1,3,S012,3901,5762
P002754-1,U06,B,BAT_B03,4119.0,6139.24147479645,2020.2414747964503,2.935633182931117,6139.24147479645,8078.015854066602,1938.7743792701508,1,2,S003,6140,8079
P002797-1,U06,B,BAT_B04,6140.0,7659.024344411855,1519.024344411855,1.841574039858056,7659.024344411855,9123.706428350346,1464.682083938491,1,2,S005,7660,9124
P008441-1,U07,C,BAT_C01,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P008641-1,U07,C,BAT_C04,2178.0,3738.8632994307263,1560.8632994307263,2.5939758810401803,3738.8632994307263,5274.731767212442,1535.8684677817155,1,6,S006,3739,5275
P008547-1,U07,C,BAT_C02,3739.0,6044.184064967842,2305.184064967841,6.1769107423796425,6044.184064967842,8550.430724362328,2506.2466593944864,1,6,S004,6045,8551
P008710-1,U07,C,BAT_C04,6045.0,7691.905040732696,1646.905040732696,3.780655381020191,7691.905040732696,9549.16587309233,1857.260832359635,1,3,S009,7692,9550
P008382-1,U08,C,BAT_C02,114.0,1807.4261775174657,1693.4261775174657,2.728480567856419,1807.4261775174657,3379.722997978579,1572.2968204611134,1,9,S001,1808,3380
P025360-1,U08,C,BAT_C03,1808.0,4633.312759084483,2825.312759084484,5.941568400889239,4633.312759084483,7075.820867658653,2442.508108574169,2,9,S007>S003,4634,7076
P051203-1,U08,C,BAT_C01,4717.0,7413.427513918611,2696.427513918611,6.377502256793861,7413.427513918611,9974.001041800282,2560.5735278816705,2,8,S011>S008,7414,9975
