task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000130-1,U01,A,BAT_A01,0.0,1612.0233919046514,1612.0233919046514,1.957745501136248,1612.0233919046514,2677.594314455123,1065.5709225504716,1,2,S013,1613,2678
P000890-1,U02,A,BAT_A02,0.0,1904.4758672031696,1904.4758672031696,2.19432547296678,1904.4758672031696,3038.392114949128,1133.9162477459586,2,2,S001>S013,1905,3039
P002874-1,U05,B,BAT_B01,0.0,1554.5713591276815,1554.5713591276815,1.8210449428989823,1554.5713591276815,3010.357501050574,1455.7861419228925,1,3,S010,1555,3011
P002752-1,U05,B,BAT_B03,1555.0,3374.888672528453,1819.8886725284528,2.4966496823506805,3374.888672528453,5123.436868213748,1748.548195685295,1,3,S002,3375,5124
P002909-1,U05,B,BAT_B01,3375.0,5204.57299249031,1829.5729924903096,2.3109026130195294,5204.57299249031,6872.630791465439,1668.0577989751296,1,3,S015,5205,6873
P002756-1,U05,B,BAT_B03,5205.0,7225.24147479645,2020.2414747964503,2.935633182931117,7225.24147479645,9164.015854066602,1938.7743792701508,1,2,S003,7226,9165
P002902-1,U06,B,BAT_B02,0.0,1868.5974513534843,1868.5974513534843,2.137304308171069,1868.5974513534843,3461.429318227614,1592.83186687413,1,3,S014,1869,3462
P002888-1,U06,B,BAT_B04,1869.0,3792.80003809751,1923.80003809751,2.7552342804549035,3792.80003809751,5653.401559627968,1860.6015215304583,1,3,S012,3793,5654
P002754-1,U06,B,BAT_B02,5042.0,7062.24147479645,2020.2414747964503,2.935633182931117,7062.24147479645,9001.015854066602,1938.7743792701508,1,2,S003,7063,9002
P002867-1,U06,B,BAT_B01,7063.0,8623.778736614857,1560.7787366148573,2.1024528395672246,8623.778736614857,10201.50830042732,1577.729563812464,1,3,S009,8624,10202
P008382-1,U07,C,BAT_C01,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U07,C,BAT_C03,1694.0,4519.312759084483,2825.312759084484,5.941568400889239,4519.312759084483,6961.820867658653,2442.508108574169,2,9,S007>S003,4520,6962
P008547-1,U07,C,BAT_C02,4520.0,6825.184064967842,2305.184064967841,6.1769107423796425,6825.184064967842,9331.430724362328,2506.2466593944864,1,6,S004,6826,9332
P008594-1,U07,C,BAT_C01,6826.0,8706.044640635813,1880.0446406358128,4.2387743677705485,8706.044640635813,10687.379365240336,1981.3347246045237,1,6,S005,8707,10688
P008389-1,U08,C,BAT_C02,0.0,2045.0067572452497,2045.0067572452497,6.018232400600038,2045.0067572452497,4508.27803240776,2463.2712751625104,1,5,S002,2046,4509
P008641-1,U08,C,BAT_C04,2046.0,3606.8632994307263,1560.8632994307263,2.5939758810401803,3606.8632994307263,5142.731767212442,1535.8684677817155,1,6,S006,3607,5143
P008320-1,U08,C,BAT_C01,3607.0,5036.4261775174655,1429.4261775174657,2.728480567856419,5036.4261775174655,6608.722997978579,1572.2968204611134,1,5,S001,5037,6609
P051203-1,U08,C,BAT_C04,5143.0,7839.427513918611,2696.427513918611,6.377502256793861,7839.427513918611,10400.001041800282,2560.5735278816705,2,8,S011>S008,7840,10401
