task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000001-1,U01,A,BAT_A01,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001,1193,2046
P001153-1,U01,A,BAT_A05,1193.0,3412.799820896939,2219.799820896939,2.948053836316883,3412.799820896939,4764.459818055149,1351.6599971582104,2,2,S009>S002,3413,4765
P000005-1,U02,A,BAT_A02,0.0,1252.470877312685,1252.470877312685,1.2860758210865872,1252.470877312685,2124.0038922932545,871.5330149805698,1,2,S001,1253,2125
P000005-2,U03,A,BAT_A03,0.0,1252.470877312685,1252.470877312685,1.2860758210865872,1252.470877312685,2124.0038922932545,871.5330149805698,1,2,S001,1253,2125
P000020-1,U04,A,BAT_A04,0.0,1312.470877312685,1312.470877312685,1.2680232749127218,1312.470877312685,2178.7887122874713,866.3178349747864,1,3,S001,1313,2179
P002888-1,U05,B,BAT_B01,0.0,1923.80003809751,1923.80003809751,2.7552342804549035,1923.80003809751,3784.4015596279683,1860.6015215304583,1,3,S012,1924,3785
P002895-1,U05,B,BAT_B04,1924.0,3434.400048484659,1510.4000484846588,1.824566933772147,3434.400048484659,4891.712386452589,1457.3123379679305,1,3,S013,3435,4892
P002754-1,U05,B,BAT_B01,3834.0,5854.24147479645,2020.2414747964503,2.935633182931117,5854.24147479645,7793.015854066602,1938.7743792701508,1,2,S003,5855,7794
P002909-1,U05,B,BAT_B04,5855.0,7684.57299249031,1829.5729924903096,2.3109026130195294,7684.57299249031,9352.630791465439,1668.0577989751296,1,3,S015,7685,9353
P002874-1,U06,B,BAT_B02,61.0,1615.5713591276815,1554.5713591276815,1.8210449428989823,1615.5713591276815,3071.357501050574,1455.7861419228925,1,3,S010,1616,3072
P002902-1,U06,B,BAT_B03,1616.0,3484.5974513534843,1868.5974513534843,2.137304308171069,3484.5974513534843,5077.429318227614,1592.83186687413,1,3,S014,3485,5078
P002863-1,U06,B,BAT_B02,3835.0,5335.778736614857,1500.7787366148573,2.00615948145015,5335.778736614857,6871.781178576588,1536.0024419617316,1,2,S009,5336,6872
P002756-1,U06,B,BAT_B03,5664.0,7684.24147479645,2020.2414747964503,2.935633182931117,7684.24147479645,9623.015854066602,1938.7743792701508,1,2,S003,7685,9624
P008441-1,U07,C,BAT_C01,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P008641-1,U07,C,BAT_C04,2178.0,3738.8632994307263,1560.8632994307263,2.5939758810401803,3738.8632994307263,5274.731767212442,1535.8684677817155,1,6,S006,3739,5275
P008328-1,U07,C,BAT_C02,3862.0,5423.4261775174655,1561.4261775174657,2.92626894731049,5423.4261775174655,7049.290684080723,1625.8645065632577,1,7,S001,5424,7050
P008547-1,U07,C,BAT_C04,5424.0,7729.184064967842,2305.184064967841,6.1769107423796425,7729.184064967842,10235.430724362328,2506.2466593944864,1,6,S004,7730,10236
P008594-1,U08,C,BAT_C02,0.0,1880.0446406358128,1880.0446406358128,4.2387743677705485,1880.0446406358128,3861.3793652403365,1981.3347246045237,1,6,S005,1881,3862
P025360-1,U08,C,BAT_C03,1881.0,4706.312759084483,2825.312759084484,5.941568400889239,4706.312759084483,7148.820867658653,2442.508108574169,2,9,S007>S003,4707,7149
P051203-1,U08,C,BAT_C01,4717.0,7413.427513918611,2696.427513918611,6.377502256793861,7413.427513918611,9974.001041800282,2560.5735278816705,2,8,S011>S008,7414,9975
