task_id,class_id,box_id,pattern_id,start_time_s,delivery_offset_s,delivery_time_s,deadline_s
P000020-1,C002,B001,P000020,0.0,969.3587719896758,969.3587719896758,3600.0
P000020-1,C001,B002,P000020,0.0,969.3587719896758,969.3587719896758,3600.0
P000020-1,C005,B003,P000020,0.0,969.3587719896758,969.3587719896758,3600.0
P000001-1,C006,B004,P000001,0.0,849.3587719896758,849.3587719896758,inf
P000005-1,C006,B005,P000005,0.0,909.3587719896758,909.3587719896758,inf
P000005-2,C006,B006,P000005,0.0,909.3587719896758,909.3587719896758,inf
P008328-1,C006,B007,P008328,3862.0,1248.898088758733,5110.898088758733,inf
P008328-1,C006,B008,P008328,3862.0,1248.898088758733,5110.898088758733,inf
P008328-1,C006,B009,P008328,3862.0,1248.898088758733,5110.898088758733,inf
P008328-1,C006,B010,P008328,3862.0,1248.898088758733,5110.898088758733,inf
P000005-1,C003,B011,P000005,0.0,909.3587719896758,909.3587719896758,inf
P000005-2,C003,B012,P000005,0.0,909.3587719896758,909.3587719896758,inf
P008328-1,C003,B013,P008328,3862.0,1248.898088758733,5110.898088758733,inf
P008328-1,C004,B014,P008328,3862.0,1248.898088758733,5110.898088758733,inf
P008328-1,C004,B015,P008328,3862.0,1248.898088758733,5110.898088758733,inf
P008441-1,C007,B016,P008441,0.0,1554.9133786226248,1554.9133786226248,3600.0
P008441-1,C010,B017,P008441,0.0,1554.9133786226248,1554.9133786226248,3600.0
P001153-1,C011,B018,P001153,1193.0,1497.874347160894,2690.874347160894,inf
P008441-1,C011,B019,P008441,0.0,1554.9133786226248,1554.9133786226248,inf
P008441-1,C011,B020,P008441,0.0,1554.9133786226248,1554.9133786226248,inf
P008441-1,C008,B021,P008441,0.0,1554.9133786226248,1554.9133786226248,inf
P008441-1,C008,B022,P008441,0.0,1554.9133786226248,1554.9133786226248,inf
P008441-1,C009,B023,P008441,0.0,1554.9133786226248,1554.9133786226248,inf
P025360-1,C012,B024,P025360,1881.0,2034.86799865566,3915.86799865566,7200.0
P002756-1,C015,B025,P002756,5664.0,1288.0940707315583,6952.0940707315585,7200.0
P002754-1,C016,B026,P002754,3834.0,1288.0940707315583,5122.0940707315585,inf
P002754-1,C016,B027,P002754,3834.0,1288.0940707315583,5122.0940707315585,inf
P002756-1,C016,B028,P002756,5664.0,1288.0940707315583,6952.0940707315585,inf
P025360-1,C013,B029,P025360,1881.0,2034.86799865566,3915.86799865566,inf
P025360-1,C013,B030,P025360,1881.0,2034.86799865566,3915.86799865566,inf
P025360-1,C014,B031,P025360,1881.0,2034.86799865566,3915.86799865566,inf
P008547-1,C017,B032,P008547,5424.0,1585.5620324839206,7009.56203248392,7200.0
P008547-1,C020,B033,P008547,5424.0,1585.5620324839206,7009.56203248392,7200.0
P008547-1,C021,B034,P008547,5424.0,1585.5620324839206,7009.56203248392,inf
P008547-1,C021,B035,P008547,5424.0,1585.5620324839206,7009.56203248392,inf
P008547-1,C018,B036,P008547,5424.0,1585.5620324839206,7009.56203248392,inf
P008547-1,C019,B037,P008547,5424.0,1585.5620324839206,7009.56203248392,inf
P008594-1,C022,B038,P008594,0.0,1374.6573203179064,1374.6573203179064,10800.0
P008594-1,C025,B039,P008594,0.0,1374.6573203179064,1374.6573203179064,10800.0
P008594-1,C026,B040,P008594,0.0,1374.6573203179064,1374.6573203179064,inf
P008594-1,C026,B041,P008594,0.0,1374.6573203179064,1374.6573203179064,inf
P008594-1,C023,B042,P008594,0.0,1374.6573203179064,1374.6573203179064,inf
P008594-1,C024,B043,P008594,0.0,1374.6573203179064,1374.6573203179064,inf
P008641-1,C027,B044,P008641,2178.0,1209.0766497153631,3387.076649715363,3600.0
P008641-1,C030,B045,P008641,2178.0,1209.0766497153631,3387.076649715363,3600.0
P008641-1,C031,B046,P008641,2178.0,1209.0766497153631,3387.076649715363,inf
P008641-1,C031,B047,P008641,2178.0,1209.0766497153631,3387.076649715363,inf
P008641-1,C028,B048,P008641,2178.0,1209.0766497153631,3387.076649715363,inf
P008641-1,C029,B049,P008641,2178.0,1209.0766497153631,3387.076649715363,inf
P025360-1,C032,B050,P025360,1881.0,1467.7006332510348,3348.7006332510346,3600.0
P025360-1,C035,B051,P025360,1881.0,1467.7006332510348,3348.7006332510346,3600.0
P025360-1,C036,B052,P025360,1881.0,1467.7006332510348,3348.7006332510346,inf
P025360-1,C033,B053,P025360,1881.0,1467.7006332510348,3348.7006332510346,inf
P025360-1,C034,B054,P025360,1881.0,1467.7006332510348,3348.7006332510346,inf
P051203-1,C037,B055,P051203,4717.0,1992.3883159599443,6709.3883159599445,7200.0
P051203-1,C040,B056,P051203,4717.0,1992.3883159599443,6709.3883159599445,7200.0
P051203-1,C041,B057,P051203,4717.0,1992.3883159599443,6709.3883159599445,inf
P051203-1,C038,B058,P051203,4717.0,1992.3883159599443,6709.3883159599445,inf
P051203-1,C039,B059,P051203,4717.0,1992.3883159599443,6709.3883159599445,inf
P001153-1,C042,B060,P001153,1193.0,1097.3572431194746,2290.3572431194743,10800.0
P002863-1,C044,B061,P002863,3835.0,1031.9793683074286,4866.979368307429,10800.0
P002863-1,C043,B062,P002863,3835.0,1031.9793683074286,4866.979368307429,inf
P002874-1,C045,B063,P002874,61.0,1084.8223462305075,1145.8223462305075,3600.0
P002874-1,C047,B064,P002874,61.0,1084.8223462305075,1145.8223462305075,3600.0
P002874-1,C046,B065,P002874,61.0,1084.8223462305075,1145.8223462305075,inf
P051203-1,C048,B066,P051203,4717.0,1124.5054354300685,5841.505435430068,10800.0
P051203-1,C050,B067,P051203,4717.0,1124.5054354300685,5841.505435430068,10800.0
P051203-1,C049,B068,P051203,4717.0,1124.5054354300685,5841.505435430068,inf
P002888-1,C051,B069,P002888,0.0,1271.8300190487548,1271.8300190487548,3600.0
P002888-1,C053,B070,P002888,0.0,1271.8300190487548,1271.8300190487548,3600.0
P002888-1,C052,B071,P002888,0.0,1271.8300190487548,1271.8300190487548,inf
P002895-1,C054,B072,P002895,1924.0,1062.7333575756627,2986.733357575663,3600.0
P002895-1,C056,B073,P002895,1924.0,1062.7333575756627,2986.733357575663,3600.0
P002895-1,C055,B074,P002895,1924.0,1062.7333575756627,2986.733357575663,inf
P002902-1,C057,B075,P002902,1616.0,1241.8553923434088,2857.8553923434088,3600.0
P002902-1,C059,B076,P002902,1616.0,1241.8553923434088,2857.8553923434088,3600.0
P002902-1,C058,B077,P002902,1616.0,1241.8553923434088,2857.8553923434088,inf
P002909-1,C060,B078,P002909,5855.0,1218.226496245155,7073.226496245155,7200.0
P002909-1,C062,B079,P002909,5855.0,1218.226496245155,7073.226496245155,10800.0
P002909-1,C061,B080,P002909,5855.0,1218.226496245155,7073.226496245155,inf
