task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000001-1,U01,A,BAT_A01,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001,1193,2046
P000138-1,U01,A,BAT_A05,1193.0,3103.20984697682,1910.20984697682,2.432955544300718,3103.20984697682,4306.0636708859165,1202.8538239090963,1,1,S015,3104,4307
P000143-1,U01,A,BAT_A01,3129.0,5099.20984697682,1970.20984697682,2.395963417961528,5099.20984697682,6291.37705661015,1192.1672096333305,1,2,S015,5100,6292
P000027-1,U02,A,BAT_A02,0.0,2007.7309474720896,2007.7309474720896,3.0281685265506377,2007.7309474720896,3382.535188475607,1374.8042410035173,1,2,S002,2008,3383
P000104-1,U03,A,BAT_A03,0.0,1691.5344862389493,1691.5344862389493,2.3382502154288844,1691.5344862389493,2867.0289929184046,1175.4945066794553,1,2,S009,1692,2868
P000028-1,U03,A,BAT_A06,1692.0,3699.7309474720896,2007.7309474720896,3.0281685265506377,3699.7309474720896,5074.535188475607,1374.8042410035173,1,2,S002,3700,5075
P001177-1,U04,A,BAT_A04,0.0,2279.799820896939,2279.799820896939,3.003820472960228,2279.799820896939,3647.570179752116,1367.770358855177,2,3,S009>S002,2280,3648
P002874-1,U05,B,BAT_B01,0.0,1554.5713591276815,1554.5713591276815,1.8210449428989823,1554.5713591276815,3010.357501050574,1455.7861419228925,1,3,S010,1555,3011
P002895-1,U05,B,BAT_B03,1555.0,3065.400048484659,1510.4000484846588,1.824566933772147,3065.400048484659,4522.712386452589,1457.3123379679305,1,3,S013,3066,4523
P002738-1,U05,B,BAT_B01,3066.0,4825.888672528453,1759.8886725284528,2.5278631894397154,4825.888672528453,6587.962721285663,1762.0740487572102,1,2,S002,4826,6588
P002754-1,U05,B,BAT_B03,4826.0,6846.24147479645,2020.2414747964503,2.935633182931117,6846.24147479645,8785.015854066602,1938.7743792701508,1,2,S003,6847,8786
P002902-1,U06,B,BAT_B02,0.0,1868.5974513534843,1868.5974513534843,2.137304308171069,1868.5974513534843,3461.429318227614,1592.83186687413,1,3,S014,1869,3462
P002888-1,U06,B,BAT_B04,1869.0,3792.80003809751,1923.80003809751,2.7552342804549035,3792.80003809751,5653.401559627968,1860.6015215304583,1,3,S012,3793,5654
P002756-1,U06,B,BAT_B02,3793.0,5813.24147479645,2020.2414747964503,2.935633182931117,5813.24147479645,7752.015854066602,1938.7743792701508,1,2,S003,5814,7753
P008320-1,U07,C,BAT_C01,0.0,1429.4261775174657,1429.4261775174657,2.728480567856419,1429.4261775174657,3001.722997978579,1572.2968204611134,1,5,S001,1430,3002
P008641-1,U07,C,BAT_C03,1430.0,2990.8632994307263,1560.8632994307263,2.5939758810401803,2990.8632994307263,4526.731767212442,1535.8684677817155,1,6,S006,2991,4527
P008594-1,U07,C,BAT_C01,3002.0,4882.044640635813,1880.0446406358128,4.2387743677705485,4882.044640635813,6863.3793652403365,1981.3347246045237,1,6,S005,4883,6864
P008547-1,U07,C,BAT_C03,4883.0,7188.184064967842,2305.184064967841,6.1769107423796425,7188.184064967842,9694.430724362328,2506.2466593944864,1,6,S004,7189,9695
P008382-1,U08,C,BAT_C02,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U08,C,BAT_C04,1694.0,4519.312759084483,2825.312759084484,5.941568400889239,4519.312759084483,6961.820867658653,2442.508108574169,2,9,S007>S003,4520,6962
P051203-1,U08,C,BAT_C02,4520.0,7216.427513918611,2696.427513918611,6.377502256793861,7216.427513918611,9777.001041800282,2560.5735278816705,2,8,S011>S008,7217,9778
