task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000890-1,U01,A,BAT_A01,0.0,1904.4758672031696,1904.4758672031696,2.19432547296678,1904.4758672031696,3038.392114949128,1133.9162477459586,2,2,S001>S013,1905,3039
P002523-1,U02,A,BAT_A02,0.0,2069.992187968592,2069.992187968592,2.2865693659807698,2069.992187968592,3230.556671474148,1160.5644835055557,2,3,S013>S010,2070,3231
P002700-2,U05,B,BAT_B01,0.0,1150.3573074816584,1150.3573074816584,1.2239597072836312,1150.3573074816584,2347.406513971232,1197.0492064895736,1,2,S001,1151,2348
P002888-1,U05,B,BAT_B03,1151.0,3074.80003809751,1923.80003809751,2.7552342804549035,3074.80003809751,4935.401559627968,1860.6015215304583,1,3,S012,3075,4936
P002909-1,U05,B,BAT_B01,3075.0,4904.57299249031,1829.5729924903096,2.3109026130195294,4904.57299249031,6572.630791465439,1668.0577989751296,1,3,S015,4905,6573
P002754-1,U05,B,BAT_B03,4936.0,6956.24147479645,2020.2414747964503,2.935633182931117,6956.24147479645,8895.015854066602,1938.7743792701508,1,2,S003,6957,8896
P002867-1,U05,B,BAT_B01,6957.0,8517.778736614857,1560.7787366148573,2.1024528395672246,8517.778736614857,10095.50830042732,1577.729563812464,1,3,S009,8518,10096
P002870-1,U06,B,BAT_B02,0.0,1494.5713591276815,1494.5713591276815,1.738712931654002,1494.5713591276815,2914.6802961777494,1420.1089370500677,1,2,S010,1495,2915
P002902-1,U06,B,BAT_B04,1495.0,3363.5974513534843,1868.5974513534843,2.137304308171069,3363.5974513534843,4956.429318227614,1592.83186687413,1,3,S014,3364,4957
P002910-1,U06,B,BAT_B02,3364.0,5339.626636523027,1975.6266365230265,2.609979033144972,5339.626636523027,7137.284217552515,1797.657581029488,2,2,S001>S002,5340,7138
P002756-1,U06,B,BAT_B04,5340.0,7360.24147479645,2020.2414747964503,2.935633182931117,7360.24147479645,9299.015854066602,1938.7743792701508,1,2,S003,7361,9300
P002700-1,U06,B,BAT_B02,7361.0,8511.357307481658,1150.3573074816584,1.2239597072836312,8511.357307481658,9708.406513971231,1197.0492064895736,1,2,S001,8512,9709
P008382-1,U07,C,BAT_C01,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U07,C,BAT_C04,1891.0,4716.312759084483,2825.312759084484,5.941568400889239,4716.312759084483,7158.820867658653,2442.508108574169,2,9,S007>S003,4717,7159
P051203-1,U07,C,BAT_C02,4717.0,7413.427513918611,2696.427513918611,6.377502256793861,7413.427513918611,9974.001041800282,2560.5735278816705,2,8,S011>S008,7414,9975
P008641-1,U08,C,BAT_C02,0.0,1560.8632994307263,1560.8632994307263,2.5939758810401803,1560.8632994307263,3096.731767212442,1535.8684677817155,1,6,S006,1561,3097
P008441-1,U08,C,BAT_C03,1561.0,3738.00675724525,2177.00675724525,6.300747965355022,3738.00675724525,6277.792664528902,2539.785907283652,1,7,S002,3739,6278
P008547-1,U08,C,BAT_C01,3739.0,6044.184064967842,2305.184064967841,6.1769107423796425,6044.184064967842,8550.430724362328,2506.2466593944864,1,6,S004,6045,8551
P008594-1,U08,C,BAT_C03,6278.0,8158.044640635813,1880.0446406358128,4.2387743677705485,8158.044640635813,10139.379365240336,1981.3347246045237,1,6,S005,8159,10140
