task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P002874-1,U05,B,BAT_B01,0.0,1554.5713591276815,1554.5713591276815,1.8210449428989823,1554.5713591276815,3010.357501050574,1455.7861419228925,1,3,S010,1555,3011
P002895-1,U05,B,BAT_B03,1555.0,3065.400048484659,1510.4000484846588,1.824566933772147,3065.400048484659,4522.712386452589,1457.3123379679305,1,3,S013,3066,4523
P002910-1,U05,B,BAT_B01,3066.0,5041.626636523027,1975.6266365230265,2.609979033144972,5041.626636523027,6839.284217552515,1797.657581029488,2,2,S001>S002,5042,6840
P002754-1,U05,B,BAT_B03,5042.0,7062.24147479645,2020.2414747964503,2.935633182931117,7062.24147479645,9001.015854066602,1938.7743792701508,1,2,S003,7063,9002
P002867-1,U05,B,BAT_B01,7063.0,8623.778736614857,1560.7787366148573,2.1024528395672246,8623.778736614857,10201.50830042732,1577.729563812464,1,3,S009,8624,10202
P002902-1,U06,B,BAT_B02,0.0,1868.5974513534843,1868.5974513534843,2.137304308171069,1868.5974513534843,3461.429318227614,1592.83186687413,1,3,S014,1869,3462
P002888-1,U06,B,BAT_B04,1869.0,3792.80003809751,1923.80003809751,2.7552342804549035,3792.80003809751,5653.401559627968,1860.6015215304583,1,3,S012,3793,5654
P002909-1,U06,B,BAT_B02,3794.0,5623.57299249031,1829.5729924903096,2.3109026130195294,5623.57299249031,7291.630791465439,1668.0577989751296,1,3,S015,5624,7292
P002756-1,U06,B,BAT_B04,5654.0,7674.24147479645,2020.2414747964503,2.935633182931117,7674.24147479645,9613.015854066602,1938.7743792701508,1,2,S003,7675,9614
P008382-1,U07,C,BAT_C01,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U07,C,BAT_C03,1694.0,4519.312759084483,2825.312759084484,5.941568400889239,4519.312759084483,6961.820867658653,2442.508108574169,2,9,S007>S003,4520,6962
P051203-1,U07,C,BAT_C02,4717.0,7413.427513918611,2696.427513918611,6.377502256793861,7413.427513918611,9974.001041800282,2560.5735278816705,2,8,S011>S008,7414,9975
P008594-1,U07,C,BAT_C01,7414.0,9294.044640635813,1880.0446406358128,4.2387743677705485,9294.044640635813,11275.379365240336,1981.3347246045237,1,6,S005,9295,11276
P008441-1,U08,C,BAT_C02,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P008641-1,U08,C,BAT_C04,2178.0,3738.8632994307263,1560.8632994307263,2.5939758810401803,3738.8632994307263,5274.731767212442,1535.8684677817155,1,6,S006,3739,5275
P008320-1,U08,C,BAT_C01,3739.0,5168.4261775174655,1429.4261775174657,2.728480567856419,5168.4261775174655,6740.722997978579,1572.2968204611134,1,5,S001,5169,6741
P008547-1,U08,C,BAT_C04,5275.0,7580.184064967842,2305.184064967841,6.1769107423796425,7580.184064967842,10086.430724362328,2506.2466593944864,1,6,S004,7581,10087
