task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000001-1,U01,A,BAT_A01,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001,1193,2046
P002523-1,U01,A,BAT_A05,1193.0,3262.992187968592,2069.992187968592,2.2865693659807698,3262.992187968592,4423.556671474148,1160.5644835055557,2,3,S013>S010,3263,4424
P000076-1,U02,A,BAT_A02,0.0,1312.6149834599576,1312.6149834599576,1.3095840119305917,1312.6149834599576,2190.9392535732395,878.3242701132822,1,2,S006,1313,2191
P000074-1,U02,A,BAT_A01,2125.0,3437.6149834599573,1312.6149834599576,1.354999454410149,3437.6149834599573,4329.059270289556,891.4442868295985,1,2,S006,3438,4330
P000110-1,U03,A,BAT_A03,0.0,1653.852469173274,1653.852469173274,2.0198116904222125,1653.852469173274,2737.3536241841352,1083.5011550108613,1,2,S010,1654,2738
P000890-1,U04,A,BAT_A04,0.0,1904.4758672031696,1904.4758672031696,2.19432547296678,1904.4758672031696,3038.392114949128,1133.9162477459586,2,2,S001>S013,1905,3039
P002902-1,U05,B,BAT_B01,18.0,1886.5974513534843,1868.5974513534843,2.137304308171069,1886.5974513534843,3479.429318227614,1592.83186687413,1,3,S014,1887,3480
P002888-1,U05,B,BAT_B04,1887.0,3810.80003809751,1923.80003809751,2.7552342804549035,3810.80003809751,5671.401559627968,1860.6015215304583,1,3,S012,3811,5672
P002756-1,U05,B,BAT_B01,3811.0,5831.24147479645,2020.2414747964503,2.935633182931117,5831.24147479645,7770.015854066602,1938.7743792701508,1,2,S003,5832,7771
P002909-1,U05,B,BAT_B02,5832.0,7661.57299249031,1829.5729924903096,2.3109026130195294,7661.57299249031,9329.630791465439,1668.0577989751296,1,3,S015,7662,9330
P002700-2,U06,B,BAT_B02,26.0,1176.3573074816584,1150.3573074816584,1.2239597072836312,1176.3573074816584,2373.406513971232,1197.0492064895736,1,2,S001,1177,2374
P002700-1,U06,B,BAT_B03,1198.0,2348.3573074816586,1150.3573074816584,1.2239597072836312,2348.3573074816586,3545.406513971232,1197.0492064895736,1,2,S001,2349,3546
P002733-1,U06,B,BAT_B02,2374.0,4073.888672528453,1699.8886725284528,2.368649062244219,4073.888672528453,5766.969932834281,1693.0812603058284,1,1,S002,4074,5767
P002754-1,U06,B,BAT_B03,4074.0,6094.24147479645,2020.2414747964503,2.935633182931117,6094.24147479645,8033.015854066602,1938.7743792701508,1,2,S003,6095,8034
P002867-1,U06,B,BAT_B04,6095.0,7655.778736614857,1560.7787366148573,2.1024528395672246,7655.778736614857,9233.50830042732,1577.729563812464,1,3,S009,7656,9234
P008382-1,U07,C,BAT_C01,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U07,C,BAT_C03,1694.0,4519.312759084483,2825.312759084484,5.941568400889239,4519.312759084483,6961.820867658653,2442.508108574169,2,9,S007>S003,4520,6962
P051203-1,U07,C,BAT_C02,4717.0,7413.427513918611,2696.427513918611,6.377502256793861,7413.427513918611,9974.001041800282,2560.5735278816705,2,8,S011>S008,7414,9975
P008441-1,U08,C,BAT_C02,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P008601-1,U08,C,BAT_C04,2178.0,3474.8632994307263,1296.8632994307266,2.122874715497068,3474.8632994307263,4883.141868211183,1408.278568780456,1,2,S006,3475,4884
P008547-1,U08,C,BAT_C01,3475.0,5780.184064967842,2305.184064967841,6.1769107423796425,5780.184064967842,8286.430724362328,2506.2466593944864,1,6,S004,5781,8287
P008594-1,U08,C,BAT_C04,5781.0,7661.044640635813,1880.0446406358128,4.2387743677705485,7661.044640635813,9642.379365240336,1981.3347246045237,1,6,S005,7662,9643
