task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000069-1,U01,A,BAT_A01,0.0,1252.6149834599576,1252.6149834599576,1.2869317340707995,1252.6149834599576,2124.395262191522,871.7802787315643,1,1,S006,1253,2125
P002523-1,U01,A,BAT_A05,1253.0,3322.992187968592,2069.992187968592,2.2865693659807698,3322.992187968592,4483.556671474148,1160.5644835055557,2,3,S013>S010,3323,4484
P000076-1,U02,A,BAT_A02,0.0,1312.6149834599576,1312.6149834599576,1.3095840119305917,1312.6149834599576,2190.9392535732395,878.3242701132822,1,2,S006,1313,2191
P000001-1,U02,A,BAT_A06,2046.0,3238.470877312685,1192.470877312685,1.22307515767693,3238.470877312685,4091.803700641576,853.332823328891,1,1,S001,3239,4092
P000110-1,U03,A,BAT_A03,0.0,1653.852469173274,1653.852469173274,2.0198116904222125,1653.852469173274,2737.3536241841352,1083.5011550108613,1,2,S010,1654,2738
P000074-1,U03,A,BAT_A01,2125.0,3437.6149834599573,1312.6149834599576,1.354999454410149,3437.6149834599573,4329.059270289556,891.4442868295985,1,2,S006,3438,4330
P000890-1,U04,A,BAT_A04,0.0,1904.4758672031696,1904.4758672031696,2.19432547296678,1904.4758672031696,3038.392114949128,1133.9162477459586,2,2,S001>S013,1905,3039
P000071-1,U04,A,BAT_A02,2191.0,3443.6149834599573,1252.6149834599576,1.2411219044028343,3443.6149834599573,4302.161311398554,858.5463279385965,1,1,S006,3444,4303
P002700-1,U05,B,BAT_B01,0.0,1150.3573074816584,1150.3573074816584,1.2239597072836312,1150.3573074816584,2347.406513971232,1197.0492064895736,1,2,S001,1151,2348
P002700-2,U05,B,BAT_B03,1151.0,2301.3573074816586,1150.3573074816584,1.2239597072836312,2301.3573074816586,3498.406513971232,1197.0492064895736,1,2,S001,2302,3499
P002733-1,U05,B,BAT_B01,2348.0,4047.888672528453,1699.8886725284528,2.368649062244219,4047.888672528453,5740.969932834281,1693.0812603058284,1,1,S002,4048,5741
P002754-1,U05,B,BAT_B03,4048.0,6068.24147479645,2020.2414747964503,2.935633182931117,6068.24147479645,8007.015854066602,1938.7743792701508,1,2,S003,6069,8008
P002867-1,U05,B,BAT_B04,6069.0,7629.778736614857,1560.7787366148573,2.1024528395672246,7629.778736614857,9207.50830042732,1577.729563812464,1,3,S009,7630,9208
P002902-1,U06,B,BAT_B02,0.0,1868.5974513534843,1868.5974513534843,2.137304308171069,1868.5974513534843,3461.429318227614,1592.83186687413,1,3,S014,1869,3462
P002888-1,U06,B,BAT_B04,1869.0,3792.80003809751,1923.80003809751,2.7552342804549035,3792.80003809751,5653.401559627968,1860.6015215304583,1,3,S012,3793,5654
P002756-1,U06,B,BAT_B02,3793.0,5813.24147479645,2020.2414747964503,2.935633182931117,5813.24147479645,7752.015854066602,1938.7743792701508,1,2,S003,5814,7753
P002909-1,U06,B,BAT_B01,5814.0,7643.57299249031,1829.5729924903096,2.3109026130195294,7643.57299249031,9311.630791465439,1668.0577989751296,1,3,S015,7644,9312
P008382-1,U07,C,BAT_C01,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U07,C,BAT_C03,1694.0,4519.312759084483,2825.312759084484,5.941568400889239,4519.312759084483,6961.820867658653,2442.508108574169,2,9,S007>S003,4520,6962
P008594-1,U07,C,BAT_C02,4717.0,6597.044640635813,1880.0446406358128,4.2387743677705485,6597.044640635813,8578.379365240336,1981.3347246045237,1,6,S005,6598,8579
P008441-1,U08,C,BAT_C02,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P008547-1,U08,C,BAT_C04,2178.0,4483.184064967842,2305.184064967841,6.1769107423796425,4483.184064967842,6989.430724362328,2506.2466593944864,1,6,S004,4484,6990
P051203-1,U08,C,BAT_C01,4484.0,7180.427513918611,2696.427513918611,6.377502256793861,7180.427513918611,9741.001041800282,2560.5735278816705,2,8,S011>S008,7181,9742
