task_id,class_id,box_id,pattern_id,start_time_s,delivery_offset_s,delivery_time_s,deadline_s
P000020-1,C002,B001,P000020,2220.0,969.3587719896758,3189.358771989676,3600.0
P000020-1,C001,B002,P000020,2220.0,969.3587719896758,3189.358771989676,3600.0
P000020-1,C005,B003,P000020,2220.0,969.3587719896758,3189.358771989676,3600.0
P000005-1,C006,B004,P000005,3231.0,909.3587719896758,4140.358771989676,inf
P000005-2,C006,B005,P000005,0.0,909.3587719896758,909.3587719896758,inf
P000890-1,C006,B006,P000890,2125.0,879.3587719896758,3004.358771989676,inf
P008328-1,C006,B007,P008328,2178.0,1248.898088758733,3426.898088758733,inf
P008328-1,C006,B008,P008328,2178.0,1248.898088758733,3426.898088758733,inf
P008328-1,C006,B009,P008328,2178.0,1248.898088758733,3426.898088758733,inf
P008328-1,C006,B010,P008328,2178.0,1248.898088758733,3426.898088758733,inf
P000005-1,C003,B011,P000005,3231.0,909.3587719896758,4140.358771989676,inf
P000005-2,C003,B012,P000005,0.0,909.3587719896758,909.3587719896758,inf
P008328-1,C003,B013,P008328,2178.0,1248.898088758733,3426.898088758733,inf
P008328-1,C004,B014,P008328,2178.0,1248.898088758733,3426.898088758733,inf
P008328-1,C004,B015,P008328,2178.0,1248.898088758733,3426.898088758733,inf
P008441-1,C007,B016,P008441,0.0,1554.9133786226248,1554.9133786226248,3600.0
P008441-1,C010,B017,P008441,0.0,1554.9133786226248,1554.9133786226248,3600.0
P001153-1,C011,B018,P001153,0.0,1497.874347160894,1497.874347160894,inf
P008441-1,C011,B019,P008441,0.0,1554.9133786226248,1554.9133786226248,inf
P008441-1,C011,B020,P008441,0.0,1554.9133786226248,1554.9133786226248,inf
P008441-1,C008,B021,P008441,0.0,1554.9133786226248,1554.9133786226248,inf
P008441-1,C008,B022,P008441,0.0,1554.9133786226248,1554.9133786226248,inf
P008441-1,C009,B023,P008441,0.0,1554.9133786226248,1554.9133786226248,inf
P025004-1,C012,B024,P025004,1881.0,2034.86799865566,3915.86799865566,7200.0
P025004-1,C015,B025,P025004,1881.0,2034.86799865566,3915.86799865566,7200.0
P000039-1,C016,B026,P000039,3572.0,1409.111829747456,4981.111829747456,inf
P002754-1,C016,B027,P002754,0.0,1288.0940707315583,1288.0940707315583,inf
P002754-1,C016,B028,P002754,0.0,1288.0940707315583,1288.0940707315583,inf
P000039-1,C013,B029,P000039,3572.0,1409.111829747456,4981.111829747456,inf
P025004-1,C013,B030,P025004,1881.0,2034.86799865566,3915.86799865566,inf
P025004-1,C014,B031,P025004,1881.0,2034.86799865566,3915.86799865566,inf
P008547-1,C017,B032,P008547,3862.0,1585.5620324839206,5447.56203248392,7200.0
P008547-1,C020,B033,P008547,3862.0,1585.5620324839206,5447.56203248392,7200.0
P008547-1,C021,B034,P008547,3862.0,1585.5620324839206,5447.56203248392,inf
P008547-1,C021,B035,P008547,3862.0,1585.5620324839206,5447.56203248392,inf
P008547-1,C018,B036,P008547,3862.0,1585.5620324839206,5447.56203248392,inf
P008547-1,C019,B037,P008547,3862.0,1585.5620324839206,5447.56203248392,inf
P008594-1,C022,B038,P008594,0.0,1374.6573203179064,1374.6573203179064,10800.0
P008594-1,C025,B039,P008594,0.0,1374.6573203179064,1374.6573203179064,10800.0
P008594-1,C026,B040,P008594,0.0,1374.6573203179064,1374.6573203179064,inf
P008594-1,C026,B041,P008594,0.0,1374.6573203179064,1374.6573203179064,inf
P008594-1,C023,B042,P008594,0.0,1374.6573203179064,1374.6573203179064,inf
P008594-1,C024,B043,P008594,0.0,1374.6573203179064,1374.6573203179064,inf
P000077-1,C027,B044,P000077,1313.0,935.070825063312,2248.070825063312,3600.0
P000077-1,C030,B045,P000077,1313.0,935.070825063312,2248.070825063312,3600.0
P000073-1,C031,B046,P000073,0.0,935.070825063312,935.070825063312,inf
P002814-1,C031,B047,P002814,1130.0,882.0536764894517,2012.0536764894518,inf
P000073-1,C028,B048,P000073,0.0,935.070825063312,935.070825063312,inf
P002814-1,C029,B049,P002814,1130.0,882.0536764894517,2012.0536764894518,inf
P025004-1,C032,B050,P025004,1881.0,1467.7006332510348,3348.7006332510346,3600.0
P025004-1,C035,B051,P025004,1881.0,1467.7006332510348,3348.7006332510346,3600.0
P025004-1,C036,B052,P025004,1881.0,1467.7006332510348,3348.7006332510346,inf
P025004-1,C033,B053,P025004,1881.0,1467.7006332510348,3348.7006332510346,inf
P025004-1,C034,B054,P025004,1881.0,1467.7006332510348,3348.7006332510346,inf
P002857-1,C037,B055,P002857,3945.0,1233.1709759127682,5178.170975912768,7200.0
P000096-1,C040,B056,P000096,4030.0,1368.3286756404718,5398.328675640472,7200.0
P002293-1,C041,B057,P002293,3504.0,1613.3847433996375,5117.384743399638,inf
