task_id,class_id,box_id,pattern_id,start_time_s,delivery_offset_s,delivery_time_s,deadline_s
P008382-1,C002,B001,P008382,0.0,1380.898088758733,1380.898088758733,3600.0
P008382-1,C001,B002,P008382,0.0,1380.898088758733,1380.898088758733,3600.0
P008382-1,C005,B003,P008382,0.0,1380.898088758733,1380.898088758733,3600.0
P000890-1,C006,B004,P000890,0.0,879.3587719896758,879.3587719896758,inf
P008320-1,C006,B005,P008320,0.0,1116.898088758733,1116.898088758733,inf
P008320-1,C006,B006,P008320,0.0,1116.898088758733,1116.898088758733,inf
P008320-1,C006,B007,P008320,0.0,1116.898088758733,1116.898088758733,inf
P008320-1,C006,B008,P008320,0.0,1116.898088758733,1116.898088758733,inf
P008320-1,C006,B009,P008320,0.0,1116.898088758733,1116.898088758733,inf
P008382-1,C006,B010,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008382-1,C003,B011,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008382-1,C003,B012,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008382-1,C003,B013,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008382-1,C004,B014,P008382,0.0,1380.898088758733,1380.898088758733,inf
P008382-1,C004,B015,P008382,0.0,1380.898088758733,1380.898088758733,inf
P002752-1,C007,B016,P002752,1555.0,1221.8843362642265,2776.8843362642265,3600.0
P008389-1,C010,B017,P008389,1694.0,1422.9133786226248,3116.913378622625,3600.0
P008389-1,C011,B018,P008389,1694.0,1422.9133786226248,3116.913378622625,inf
P008389-1,C011,B019,P008389,1694.0,1422.9133786226248,3116.913378622625,inf
P008389-1,C011,B020,P008389,1694.0,1422.9133786226248,3116.913378622625,inf
P002752-1,C008,B021,P002752,1555.0,1221.8843362642265,2776.8843362642265,inf
P002752-1,C008,B022,P002752,1555.0,1221.8843362642265,2776.8843362642265,inf
P008389-1,C009,B023,P008389,1694.0,1422.9133786226248,3116.913378622625,inf
P001373-1,C012,B024,P001373,0.0,1628.6465962708278,1628.6465962708278,7200.0
P000040-1,C015,B025,P000040,0.0,1409.111829747456,1409.111829747456,7200.0
P000039-1,C016,B026,P000039,2756.0,1409.111829747456,4165.111829747456,inf
P002754-1,C016,B027,P002754,5124.0,1288.0940707315583,6412.0940707315585,inf
P002754-1,C016,B028,P002754,5124.0,1288.0940707315583,6412.0940707315585,inf
P000039-1,C013,B029,P000039,2756.0,1409.111829747456,4165.111829747456,inf
P000040-1,C013,B030,P000040,0.0,1409.111829747456,1409.111829747456,inf
P001373-1,C014,B031,P001373,0.0,1628.6465962708278,1628.6465962708278,inf
P008547-1,C017,B032,P008547,3002.0,1585.5620324839206,4587.56203248392,7200.0
P008547-1,C020,B033,P008547,3002.0,1585.5620324839206,4587.56203248392,7200.0
P008547-1,C021,B034,P008547,3002.0,1585.5620324839206,4587.56203248392,inf
P008547-1,C021,B035,P008547,3002.0,1585.5620324839206,4587.56203248392,inf
P008547-1,C018,B036,P008547,3002.0,1585.5620324839206,4587.56203248392,inf
P008547-1,C019,B037,P008547,3002.0,1585.5620324839206,4587.56203248392,inf
P008594-1,C022,B038,P008594,5308.0,1374.6573203179064,6682.657320317907,10800.0
P008594-1,C025,B039,P008594,5308.0,1374.6573203179064,6682.657320317907,10800.0
P008594-1,C026,B040,P008594,5308.0,1374.6573203179064,6682.657320317907,inf
P008594-1,C026,B041,P008594,5308.0,1374.6573203179064,6682.657320317907,inf
P008594-1,C023,B042,P008594,5308.0,1374.6573203179064,6682.657320317907,inf
P008594-1,C024,B043,P008594,5308.0,1374.6573203179064,6682.657320317907,inf
P008641-1,C027,B044,P008641,1430.0,1209.0766497153631,2639.076649715363,3600.0
P008641-1,C030,B045,P008641,1430.0,1209.0766497153631,2639.076649715363,3600.0
P008641-1,C031,B046,P008641,1430.0,1209.0766497153631,2639.076649715363,inf
P008641-1,C031,B047,P008641,1430.0,1209.0766497153631,2639.076649715363,inf
P008641-1,C028,B048,P008641,1430.0,1209.0766497153631,2639.076649715363,inf
P008641-1,C029,B049,P008641,1430.0,1209.0766497153631,2639.076649715363,inf
P001373-1,C032,B050,P001373,0.0,1141.2987980030025,1141.2987980030025,3600.0
P000085-1,C035,B051,P000085,0.0,1141.2987980030025,1141.2987980030025,3600.0
P002831-1,C036,B052,P002831,3375.0,1065.73510407623,4440.73510407623,inf
P000085-1,C033,B053,P000085,0.0,1141.2987980030025,1141.2987980030025,inf
P002831-1,C034,B054,P002831,3375.0,1065.73510407623,4440.73510407623,inf
P051203-1,C037,B055,P051203,3740.0,1992.3883159599443,5732.3883159599445,7200.0
P051203-1,C040,B056,P051203,3740.0,1992.3883159599443,5732.3883159599445,7200.0
P051203-1,C041,B057,P051203,3740.0,1992.3883159599443,5732.3883159599445,inf
P051203-1,C038,B058,P051203,3740.0,1992.3883159599443,5732.3883159599445,inf
P051203-1,C039,B059,P051203,3740.0,1992.3883159599443,5732.3883159599445,inf
P002867-1,C042,B060,P002867,5624.0,1091.9793683074286,6715.979368307429,10800.0
P002867-1,C044,B061,P002867,5624.0,1091.9793683074286,6715.979368307429,10800.0
P002867-1,C043,B062,P002867,5624.0,1091.9793683074286,6715.979368307429,inf
P002874-1,C045,B063,P002874,0.0,1084.8223462305075,1084.8223462305075,3600.0
P002874-1,C047,B064,P002874,0.0,1084.8223462305075,1084.8223462305075,3600.0
P002874-1,C046,B065,P002874,0.0,1084.8223462305075,1084.8223462305075,inf
P051203-1,C048,B066,P051203,3740.0,1124.5054354300685,4864.505435430068,10800.0
P051203-1,C050,B067,P051203,3740.0,1124.5054354300685,4864.505435430068,10800.0
P051203-1,C049,B068,P051203,3740.0,1124.5054354300685,4864.505435430068,inf
P002888-1,C051,B069,P002888,1.0,1271.8300190487548,1272.8300190487548,3600.0
P002888-1,C053,B070,P002888,1.0,1271.8300190487548,1272.8300190487548,3600.0
P002888-1,C052,B071,P002888,1.0,1271.8300190487548,1272.8300190487548,inf
P000130-1,C054,B072,P000130,1728.0,1083.545029285659,2811.545029285659,3600.0
P000130-1,C056,B073,P000130,1728.0,1083.545029285659,2811.545029285659,3600.0
P000890-1,C055,B074,P000890,0.0,1375.9975045841777,1375.9975045841777,inf
P002902-1,C057,B075,P002902,1925.0,1241.8553923434088,3166.8553923434088,3600.0
P002902-1,C059,B076,P002902,1925.0,1241.8553923434088,3166.8553923434088,3600.0
P002902-1,C058,B077,P002902,1925.0,1241.8553923434088,3166.8553923434088,inf
P002909-1,C060,B078,P002909,3794.0,1218.226496245155,5012.226496245155,7200.0
P002909-1,C062,B079,P002909,3794.0,1218.226496245155,5012.226496245155,10800.0
P002909-1,C061,B080,P002909,3794.0,1218.226496245155,5012.226496245155,inf
