pattern_id,gap_id,sample_idx,tau,state_id
P000023,PG000001,0,720.418,OS000001
P000023,PG000001,1,730.418,OS000002
P000023,PG000001,2,740.418,OS000003
P000023,PG000001,3,750.418,OS000004
P000023,PG000001,4,760.418,OS000005
P000023,PG000001,5,770.418,OS000006
P000023,PG000001,6,780.418,OS000007
P000023,PG000001,7,790.418,OS000008
P000023,PG000001,8,800.418,OS000009
P000023,PG000001,9,810.418,OS000010
P000023,PG000001,10,820.418,OS000011
P000023,PG000001,11,830.418,OS000012
P000023,PG000001,12,840.418,OS000013
P000023,PG000001,13,850.418,OS000014
P000023,PG000001,14,860.418,OS000015
P000023,PG000001,15,870.418,OS000016
P000023,PG000001,16,880.418,OS000017
P000023,PG000001,17,890.418,OS000018
P000023,PG000001,18,900.418,OS000019
P000023,PG000001,19,910.418,OS000020
P000023,PG000001,20,920.418,OS000021
P000023,PG000001,21,930.418,OS000022
P000023,PG000001,22,940.418,OS000023
P000023,PG000001,23,950.418,OS000024
P000023,PG000001,24,960.418,OS000025
P000023,PG000001,25,970.418,OS000026
P000023,PG000001,26,980.418,OS000027
P000023,PG000001,27,990.418,OS000028
P000023,PG000001,28,1000.418,OS000029
P000023,PG000001,29,1010.024,OS000030
P000023,PG000001,30,1020.024,OS000031
P000023,PG000001,31,1030.024,OS000032
P000023,PG000001,32,1040.024,OS000033
P000023,PG000001,33,1045.805,OS011266
P000023,PG000001,34,1055.805,OS011266
P000023,PG000001,35,1065.805,OS011266
P000023,PG000001,36,1075.805,OS011266
P000023,PG000001,37,1085.805,OS011266
P000023,PG000001,38,1095.805,OS011266
P000023,PG000001,39,1105.805,OS011266
P000023,PG000001,40,1115.805,OS011266
P000023,PG000001,41,1125.805,OS011266
P000023,PG000001,42,1135.805,OS011266
P000023,PG000001,43,1145.805,OS011266
P000023,PG000001,44,1155.805,OS011266
P000023,PG000001,45,1165.805,OS011266
P000023,PG000001,46,1175.805,OS011266
P000023,PG000001,47,1185.805,OS011266
P000023,PG000001,48,1195.805,OS011266
P000023,PG000001,49,1205.805,OS011266
P000023,PG000001,50,1215.805,OS011266
P000023,PG000001,51,1225.805,OS000568
P000023,PG000001,52,1235.805,OS000569
P000023,PG000001,53,1245.805,OS000570
P000023,PG000001,54,1255.624,OS000571
P000023,PG000001,55,1265.624,OS000572
P000023,PG000001,56,1275.624,OS000573
P000023,PG000001,57,1285.624,OS000574
P000023,PG000001,58,1295.624,OS000575
P000023,PG000001,59,1305.624,OS000576
P000023,PG000001,60,1315.624,OS000577
P000023,PG000001,61,1325.624,OS000578
P000023,PG000001,62,1335.624,OS000579
P000023,PG000001,63,1345.624,OS000580
P000023,PG000001,64,1355.624,OS000581
P000023,PG000001,65,1365.624,OS000582
P000023,PG000001,66,1375.624,OS000583
P000023,PG000001,67,1385.624,OS000584
P000023,PG000001,68,1395.624,OS000585
P000023,PG000001,69,1405.624,OS000586
P000023,PG000001,70,1415.624,OS000587
P000023,PG000001,71,1425.624,OS000588
P000023,PG000001,72,1435.624,OS000589
P000023,PG000001,73,1445.624,OS000590
P000023,PG000001,74,1455.624,OS000591
P000023,PG000001,75,1465.624,OS000592
P000023,PG000001,76,1475.624,OS000593
P000023,PG000001,77,1485.624,OS000594
P000023,PG000001,78,1495.624,OS000595
P000023,PG000001,79,1505.624,OS000596
P000023,PG000001,80,1515.624,OS000597
P000023,PG000001,81,1525.624,OS000598
P000023,PG000001,82,1535.624,OS000599
P000023,PG000001,83,1545.624,OS000600
P000024,PG000002,0,720.418,OS000001
P000024,PG000002,1,730.418,OS000002
P000024,PG000002,2,740.418,OS000003
P000024,PG000002,3,750.418,OS000004
P000024,PG000002,4,760.418,OS000005
P000024,PG000002,5,770.418,OS000006
P000024,PG000002,6,780.418,OS000007
P000024,PG000002,7,790.418,OS000008
P000024,PG000002,8,800.418,OS000009
P000024,PG000002,9,810.418,OS000010
P000024,PG000002,10,820.418,OS000011
P000024,PG000002,11,830.418,OS000012
P000024,PG000002,12,840.418,OS000013
P000024,PG000002,13,850.418,OS000014
P000024,PG000002,14,860.418,OS000015
P000024,PG000002,15,870.418,OS000016
P000024,PG000002,16,880.418,OS000017
P000024,PG000002,17,890.418,OS000018
P000024,PG000002,18,900.418,OS000019
P000024,PG000002,19,910.418,OS000020
P000024,PG000002,20,920.418,OS000021
P000024,PG000002,21,930.418,OS000022
P000024,PG000002,22,940.418,OS000023
P000024,PG000002,23,950.418,OS000024
P000024,PG000002,24,960.418,OS000025
P000024,PG000002,25,970.418,OS000026
P000024,PG000002,26,980.418,OS000027
P000024,PG000002,27,990.418,OS000028
P000024,PG000002,28,1000.418,OS000029
P000024,PG000002,29,1010.024,OS000030
P000024,PG000002,30,1020.024,OS000031
P000024,PG000002,31,1030.024,OS000032
P000024,PG000002,32,1040.024,OS000033
P000024,PG000002,33,1045.805,OS011266
P000024,PG000002,34,1055.805,OS011266
P000024,PG000002,35,1065.805,OS011266
P000024,PG000002,36,1075.805,OS011266
P000024,PG000002,37,1085.805,OS011266
P000024,PG000002,38,1095.805,OS011266
P000024,PG000002,39,1105.805,OS011266
P000024,PG000002,40,1115.805,OS011266
P000024,PG000002,41,1125.805,OS011266
P000024,PG000002,42,1135.805,OS011266
P000024,PG000002,43,1145.805,OS011266
P000024,PG000002,44,1155.805,OS011266
P000024,PG000002,45,1165.805,OS011266
P000024,PG000002,46,1175.805,OS011266
P000024,PG000002,47,1185.805,OS011266
P000024,PG000002,48,1195.805,OS011266
P000024,PG000002,49,1205.805,OS011266
P000024,PG000002,50,1215.805,OS011266
P000024,PG000002,51,1225.805,OS000568
P000024,PG000002,52,1235.805,OS000569
P000024,PG000002,53,1245.805,OS000570
P000024,PG000002,54,1255.624,OS000571
P000024,PG000002,55,1265.624,OS000572
P000024,PG000002,56,1275.624,OS000573
P000024,PG000002,57,1285.624,OS000574
P000024,PG000002,58,1295.624,OS000575
P000024,PG000002,59,1305.624,OS000576
P000024,PG000002,60,1315.624,OS000577
P000024,PG000002,61,1325.624,OS000578
P000024,PG000002,62,1335.624,OS000579
P000024,PG000002,63,1345.624,OS000580
P000024,PG000002,64,1355.624,OS000581
P000024,PG000002,65,1365.624,OS000582
P000024,PG000002,66,1375.624,OS000583
P000024,PG000002,67,1385.624,OS000584
P000024,PG000002,68,1395.624,OS000585
P000024,PG000002,69,1405.624,OS000586
P000024,PG000002,70,1415.624,OS000587
P000024,PG000002,71,1425.624,OS000588
P000024,PG000002,72,1435.624,OS000589
P000024,PG000002,73,1445.624,OS000590
P000024,PG000002,74,1455.624,OS000591
P000024,PG000002,75,1465.624,OS000592
P000024,PG000002,76,1475.624,OS000593
P000024,PG000002,77,1485.624,OS000594
P000024,PG000002,78,1495.624,OS000595
P000024,PG000002,79,1505.624,OS000596
P000024,PG000002,80,1515.624,OS000597
P000024,PG000002,81,1525.624,OS000598
P000024,PG000002,82,1535.624,OS000599
P000024,PG000002,83,1545.624,OS000600
P000025,PG000003,0,720.418,OS000001
P000025,PG000003,1,730.418,OS000002
P000025,PG000003,2,740.418,OS000003
P000025,PG000003,3,750.418,OS000004
P000025,PG000003,4,760.418,OS000005
P000025,PG000003,5,770.418,OS000006
P000025,PG000003,6,780.418,OS000007
P000025,PG000003,7,790.418,OS000008
P000025,PG000003,8,800.418,OS000009
P000025,PG000003,9,810.418,OS000010
P000025,PG000003,10,820.418,OS000011
P000025,PG000003,11,830.418,OS000012
P000025,PG000003,12,840.418,OS000013
P000025,PG000003,13,850.418,OS000014
P000025,PG000003,14,860.418,OS000015
P000025,PG000003,15,870.418,OS000016
P000025,PG000003,16,880.418,OS000017
P000025,PG000003,17,890.418,OS000018
P000025,PG000003,18,900.418,OS000019
P000025,PG000003,19,910.418,OS000020
P000025,PG000003,20,920.418,OS000021
P000025,PG000003,21,930.418,OS000022
P000025,PG000003,22,940.418,OS000023
P000025,PG000003,23,950.418,OS000024
P000025,PG000003,24,960.418,OS000025
P000025,PG000003,25,970.418,OS000026
P000025,PG000003,26,980.418,OS000027
P000025,PG000003,27,990.418,OS000028
P000025,PG000003,28,1000.418,OS000029
P000025,PG000003,29,1010.024,OS000030
P000025,PG000003,30,1020.024,OS000031
P000025,PG000003,31,1030.024,OS000032
P000025,PG000003,32,1040.024,OS000033
P000025,PG000003,33,1045.805,OS011266
P000025,PG000003,34,1055.805,OS011266
P000025,PG000003,35,1065.805,OS011266
P000025,PG000003,36,1075.805,OS011266
