task_id,start_time_s,uav_type,n_stops,visit_order,cargo_pattern,n_boxes,total_mass_kg,total_volume_m3,energy_kWh,duration_s,end_SOC,charge_time_s,has_hard_deadline,latest_start_s,hard_latest_start_s
R000158,5623,B,1,S003,医疗:1|食品:2,3,19.0,0.068,2.553333936621157,2080.2414747964503,0.361667,0.0,True,5851.9,5851.0
R000227,3066,B,1,S009,医疗:1|饮水:1|食品:1,3,25.0,0.067,2.1024528395672246,1560.7787366148573,0.474387,0.0,True,9708.0,9708.0
R000234,1511,B,1,S010,医疗:1|饮水:1|食品:1,3,25.0,0.067,1.8210449428989823,1554.5713591276815,0.544739,0.0,True,2515.2,2515.0
R000241,4896,B,1,S011,医疗:1|饮水:1|食品:1,3,25.0,0.067,1.077171254529726,1189.630285736439,0.730707,0.0,True,9893.0,9893.0
R000248,0,B,1,S012,医疗:1|饮水:1|食品:1,3,25.0,0.067,2.7552342804549035,1923.80003809751,0.311191,0.0,True,2328.2,2328.0
R000255,0,B,1,S013,医疗:1|饮水:1|食品:1,3,25.0,0.067,1.824566933772147,1510.4000484846588,0.543858,0.0,True,2537.3,2537.0
R000262,1924,B,1,S014,医疗:1|饮水:1|食品:1,3,25.0,0.067,2.137304308171069,1868.5974513534843,0.465674,0.0,True,2358.1,2358.0
R000269,3793,B,1,S015,医疗:1|饮水:1|食品:1,3,25.0,0.067,2.3109026130195294,1829.5729924903096,0.422274,0.0,True,5981.8,5981.0
R000438,1561,C,1,S001,医疗:2|饮水:5,7,76.0,0.159,2.92626894731049,1561.4261775174657,0.634216,0.0,True,2351.1,2351.0
R000489,0,C,1,S002,医疗:1|饮水:4,5,59.0,0.12,5.871629979599366,2045.0067572452497,0.266046,0.0,True,2177.1,2177.0
R000516,4469,C,1,S003,饮水:4|卫生:1,5,62.0,0.143,6.041538336128271,2369.8095208576483,0.244808,0.0,True,5620.6,5620.0
R000575,5327,C,1,S004,医疗:1|饮水:3|食品:1|卫生:1,6,59.0,0.156,6.1769107423796425,2305.184064967841,0.227886,0.0,True,5614.4,5614.0
R000606,7747,C,1,S005,医疗:1|饮水:3|食品:1|卫生:1,6,59.0,0.156,4.2387743677705485,1880.0446406358128,0.470153,0.0,True,9425.3,9425.0
R000637,0,C,1,S006,医疗:1|饮水:3|食品:1|卫生:1,6,59.0,0.156,2.5939758810401803,1560.8632994307263,0.675753,0.0,True,2390.9,2390.0
R000660,2046,C,1,S007,医疗:1|饮水:2|食品:1|卫生:1,5,45.0,0.129,3.410443405708377,1907.4812665020693,0.573695,0.0,True,2252.3,2252.0
R000683,3123,C,1,S008,医疗:1|饮水:2|食品:1|卫生:1,5,45.0,0.129,5.857489201651335,2203.758395917333,0.267814,0.0,True,5700.3,5700.0
R007361,6839,C,2,S001>S002,S001:[食品:3|卫生:2] S002:[食品:2|卫生:1],8,58.0,0.245,5.296792457412899,2503.6359209875445,0.337901,0.0,False,inf,inf
R071593,0,A,1,S001,饮水:1,1,14.0,0.027,1.22307515767693,1192.470877312685,0.728206,0.0,False,inf,inf
R071594,0,A,1,S001,饮水:1,1,14.0,0.027,1.22307515767693,1192.470877312685,0.728206,0.0,False,inf,inf
R071595,0,A,1,S001,饮水:1,1,14.0,0.027,1.22307515767693,1192.470877312685,0.728206,0.0,False,inf,inf
