task_id,box_id,service,cargo_type,delivery_time_s,hard_deadline_s,hard_violation,hard_delay_s
R000010,B001,S001,医疗物资,909.4,3600.0,0,0.0
R000010,B002,S001,医疗物资,909.4,3600.0,0,0.0
R000158,B024,S003,医疗物资,6284.1,7200.0,0,0.0
R000158,B029,S003,应急食品,6284.1,inf,0,0.0
R000158,B030,S003,应急食品,6284.1,inf,0,0.0
R000187,B048,S006,应急食品,8529.1,inf,0,0.0
R000187,B049,S006,生活卫生用品,8529.1,inf,0,0.0
R000223,B061,S009,饮用水,4467.0,10800.0,0,0.0
R000223,B062,S009,应急食品,4467.0,inf,0,0.0
R000234,B063,S010,医疗物资,2953.8,3600.0,0,0.0
R000234,B064,S010,饮用水,2953.8,3600.0,0,0.0
R000234,B065,S010,应急食品,2953.8,inf,0,0.0
R000241,B066,S011,医疗物资,7924.0,10800.0,0,0.0
R000241,B067,S011,饮用水,7924.0,10800.0,0,0.0
R000241,B068,S011,应急食品,7924.0,inf,0,0.0
R000248,B069,S012,医疗物资,2797.8,3600.0,0,0.0
R000248,B070,S012,饮用水,2797.8,3600.0,0,0.0
R000248,B071,S012,应急食品,2797.8,inf,0,0.0
R000255,B072,S013,医疗物资,1077.7,3600.0,0,0.0
R000255,B073,S013,饮用水,1077.7,3600.0,0,0.0
R000255,B074,S013,应急食品,1077.7,inf,0,0.0
R000262,B075,S014,医疗物资,1241.9,3600.0,0,0.0
R000262,B076,S014,饮用水,1241.9,3600.0,0,0.0
R000262,B077,S014,应急食品,1241.9,inf,0,0.0
R000269,B078,S015,医疗物资,5003.2,7200.0,0,0.0
R000269,B079,S015,饮用水,5003.2,10800.0,0,0.0
R000269,B080,S015,应急食品,5003.2,inf,0,0.0
R000280,B011,S001,应急食品,8643.9,inf,0,0.0
R000280,B012,S001,应急食品,8643.9,inf,0,0.0
R000280,B013,S001,应急食品,8643.9,inf,0,0.0
R000280,B014,S001,生活卫生用品,8643.9,inf,0,0.0
R000280,B015,S001,生活卫生用品,8643.9,inf,0,0.0
R000326,B003,S001,饮用水,2545.9,3600.0,0,0.0
R000326,B004,S001,饮用水,2545.9,inf,0,0.0
R000326,B005,S001,饮用水,2545.9,inf,0,0.0
R000326,B006,S001,饮用水,2545.9,inf,0,0.0
R000326,B007,S001,饮用水,2545.9,inf,0,0.0
R000490,B016,S002,医疗物资,3396.9,3600.0,0,0.0
R000490,B017,S002,饮用水,3396.9,3600.0,0,0.0
R000490,B018,S002,饮用水,3396.9,inf,0,0.0
R000490,B019,S002,饮用水,3396.9,inf,0,0.0
R000490,B020,S002,饮用水,3396.9,inf,0,0.0
R000490,B023,S002,生活卫生用品,3396.9,inf,0,0.0
R000516,B025,S003,饮用水,6686.4,7200.0,0,0.0
R000516,B026,S003,饮用水,6686.4,inf,0,0.0
R000516,B027,S003,饮用水,6686.4,inf,0,0.0
R000516,B028,S003,饮用水,6686.4,inf,0,0.0
R000516,B031,S003,生活卫生用品,6686.4,inf,0,0.0
R000575,B032,S004,医疗物资,5605.6,7200.0,0,0.0
R000575,B033,S004,饮用水,5605.6,7200.0,0,0.0
R000575,B034,S004,饮用水,5605.6,inf,0,0.0
R000575,B035,S004,饮用水,5605.6,inf,0,0.0
R000575,B036,S004,应急食品,5605.6,inf,0,0.0
R000575,B037,S004,生活卫生用品,5605.6,inf,0,0.0
R000606,B038,S005,医疗物资,7901.7,10800.0,0,0.0
R000606,B039,S005,饮用水,7901.7,10800.0,0,0.0
R000606,B040,S005,饮用水,7901.7,inf,0,0.0
R000606,B041,S005,饮用水,7901.7,inf,0,0.0
R000606,B042,S005,应急食品,7901.7,inf,0,0.0
R000606,B043,S005,生活卫生用品,7901.7,inf,0,0.0
R000634,B044,S006,医疗物资,1077.1,3600.0,0,0.0
R000634,B045,S006,饮用水,1077.1,3600.0,0,0.0
R000634,B046,S006,饮用水,1077.1,inf,0,0.0
R000634,B047,S006,饮用水,1077.1,inf,0,0.0
R000660,B050,S007,医疗物资,1347.7,3600.0,0,0.0
R000660,B051,S007,饮用水,1347.7,3600.0,0,0.0
R000660,B052,S007,饮用水,1347.7,inf,0,0.0
R000660,B053,S007,应急食品,1347.7,inf,0,0.0
R000660,B054,S007,生活卫生用品,1347.7,inf,0,0.0
R000683,B055,S008,医疗物资,4402.7,7200.0,0,0.0
R000683,B056,S008,饮用水,4402.7,7200.0,0,0.0
R000683,B057,S008,饮用水,4402.7,inf,0,0.0
R000683,B058,S008,应急食品,4402.7,inf,0,0.0
R000683,B059,S008,生活卫生用品,4402.7,inf,0,0.0
R003841,B021,S002,应急食品,7048.6,inf,0,0.0
R003841,B022,S002,应急食品,7048.6,inf,0,0.0
R003841,B060,S009,医疗物资,6647.0,10800.0,0,0.0
R071593,B008,S001,饮用水,849.4,inf,0,0.0
R071594,B009,S001,饮用水,849.4,inf,0,0.0
R071595,B010,S001,饮用水,849.4,inf,0,0.0
