task_id,box_id,service,cargo_type,delivery_time_s,hard_deadline_s,hard_violation,hard_delay_s
R000158,B024,S003,医疗物资,4827.1,7200.0,0,0.0
R000158,B029,S003,应急食品,4827.1,inf,0,0.0
R000158,B030,S003,应急食品,4827.1,inf,0,0.0
R000215,B056,S008,饮用水,6793.2,7200.0,0,0.0
R000215,B057,S008,饮用水,6793.2,inf,0,0.0
R000217,B055,S008,医疗物资,4613.2,7200.0,0,0.0
R000217,B059,S008,生活卫生用品,4613.2,inf,0,0.0
R000227,B060,S009,医疗物资,8208.0,10800.0,0,0.0
R000227,B061,S009,饮用水,8208.0,10800.0,0,0.0
R000227,B062,S009,应急食品,8208.0,inf,0,0.0
R000234,B063,S010,医疗物资,1084.8,3600.0,0,0.0
R000234,B064,S010,饮用水,1084.8,3600.0,0,0.0
R000234,B065,S010,应急食品,1084.8,inf,0,0.0
R000241,B066,S011,医疗物资,8373.0,10800.0,0,0.0
R000241,B067,S011,饮用水,8373.0,10800.0,0,0.0
R000241,B068,S011,应急食品,8373.0,inf,0,0.0
R000248,B069,S012,医疗物资,2826.8,3600.0,0,0.0
R000248,B070,S012,饮用水,2826.8,3600.0,0,0.0
R000248,B071,S012,应急食品,2826.8,inf,0,0.0
R000255,B072,S013,医疗物资,1062.7,3600.0,0,0.0
R000255,B073,S013,饮用水,1062.7,3600.0,0,0.0
R000255,B074,S013,应急食品,1062.7,inf,0,0.0
R000262,B075,S014,医疗物资,2752.9,3600.0,0,0.0
R000262,B076,S014,饮用水,2752.9,3600.0,0,0.0
R000262,B077,S014,应急食品,2752.9,inf,0,0.0
R000269,B078,S015,医疗物资,6504.2,7200.0,0,0.0
R000269,B079,S015,饮用水,6504.2,10800.0,0,0.0
R000269,B080,S015,应急食品,6504.2,inf,0,0.0
R000438,B001,S001,医疗物资,2809.9,3600.0,0,0.0
R000438,B002,S001,医疗物资,2809.9,3600.0,0,0.0
R000438,B003,S001,饮用水,2809.9,3600.0,0,0.0
R000438,B004,S001,饮用水,2809.9,inf,0,0.0
R000438,B005,S001,饮用水,2809.9,inf,0,0.0
R000438,B006,S001,饮用水,2809.9,inf,0,0.0
R000438,B007,S001,饮用水,2809.9,inf,0,0.0
R000489,B016,S002,医疗物资,1422.9,3600.0,0,0.0
R000489,B017,S002,饮用水,1422.9,3600.0,0,0.0
R000489,B018,S002,饮用水,1422.9,inf,0,0.0
R000489,B019,S002,饮用水,1422.9,inf,0,0.0
R000489,B020,S002,饮用水,1422.9,inf,0,0.0
R000516,B025,S003,饮用水,4823.4,7200.0,0,0.0
R000516,B026,S003,饮用水,4823.4,inf,0,0.0
R000516,B027,S003,饮用水,4823.4,inf,0,0.0
R000516,B028,S003,饮用水,4823.4,inf,0,0.0
R000516,B031,S003,生活卫生用品,4823.4,inf,0,0.0
R000575,B032,S004,医疗物资,6054.6,7200.0,0,0.0
R000575,B033,S004,饮用水,6054.6,7200.0,0,0.0
R000575,B034,S004,饮用水,6054.6,inf,0,0.0
R000575,B035,S004,饮用水,6054.6,inf,0,0.0
R000575,B036,S004,应急食品,6054.6,inf,0,0.0
R000575,B037,S004,生活卫生用品,6054.6,inf,0,0.0
R000590,B039,S005,饮用水,8083.7,10800.0,0,0.0
R000590,B040,S005,饮用水,8083.7,inf,0,0.0
R000590,B041,S005,饮用水,8083.7,inf,0,0.0
R000590,B042,S005,应急食品,8083.7,inf,0,0.0
R000590,B043,S005,生活卫生用品,8083.7,inf,0,0.0
R000637,B044,S006,医疗物资,1209.1,3600.0,0,0.0
R000637,B045,S006,饮用水,1209.1,3600.0,0,0.0
R000637,B046,S006,饮用水,1209.1,inf,0,0.0
R000637,B047,S006,饮用水,1209.1,inf,0,0.0
R000637,B048,S006,应急食品,1209.1,inf,0,0.0
R000637,B049,S006,生活卫生用品,1209.1,inf,0,0.0
R000660,B050,S007,医疗物资,3393.7,3600.0,0,0.0
R000660,B051,S007,饮用水,3393.7,3600.0,0,0.0
R000660,B052,S007,饮用水,3393.7,inf,0,0.0
R000660,B053,S007,应急食品,3393.7,inf,0,0.0
R000660,B054,S007,生活卫生用品,3393.7,inf,0,0.0
R001718,B038,S005,医疗物资,1100.6,10800.0,0,0.0
R001718,B058,S008,应急食品,1630.2,inf,0,0.0
R007361,B011,S001,应急食品,6820.9,inf,0,0.0
R007361,B012,S001,应急食品,6820.9,inf,0,0.0
R007361,B013,S001,应急食品,6820.9,inf,0,0.0
R007361,B014,S001,生活卫生用品,6820.9,inf,0,0.0
R007361,B015,S001,生活卫生用品,6820.9,inf,0,0.0
R007361,B021,S002,应急食品,7495.5,inf,0,0.0
R007361,B022,S002,应急食品,7495.5,inf,0,0.0
R007361,B023,S002,生活卫生用品,7495.5,inf,0,0.0
R071593,B008,S001,饮用水,849.4,inf,0,0.0
R071594,B009,S001,饮用水,849.4,inf,0,0.0
R071595,B010,S001,饮用水,849.4,inf,0,0.0
