task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000110-1,U01,A,BAT_A01,0.0,1653.852469173274,1653.852469173274,2.0198116904222125,1653.852469173274,2737.3536241841352,1083.5011550108613,1,2,S010,1654,2738
P000114-1,U02,A,BAT_A02,0.0,1163.5352135344808,1163.5352135344808,1.1359227466302664,1163.5352135344808,1991.6906736721135,828.1554601376325,1,1,S011,1164,1992
P002523-1,U02,A,BAT_A05,1164.0,3233.992187968592,2069.992187968592,2.2865693659807698,3233.992187968592,4394.556671474148,1160.5644835055557,2,3,S013>S010,3234,4395
P000119-1,U03,A,BAT_A03,0.0,1223.5352135344808,1223.5352135344808,1.1190655088410852,1223.5352135344808,2046.8208049774612,823.2855914429803,1,2,S011,1224,2047
P000890-1,U04,A,BAT_A04,0.0,1904.4758672031696,1904.4758672031696,2.19432547296678,1904.4758672031696,3038.392114949128,1133.9162477459586,2,2,S001>S013,1905,3039
P002700-1,U05,B,BAT_B01,0.0,1150.3573074816584,1150.3573074816584,1.2239597072836312,1150.3573074816584,2347.406513971232,1197.0492064895736,1,2,S001,1151,2348
P002700-2,U05,B,BAT_B03,1151.0,2301.3573074816586,1150.3573074816584,1.2239597072836312,2301.3573074816586,3498.406513971232,1197.0492064895736,1,2,S001,2302,3499
P002902-1,U05,B,BAT_B01,2348.0,4216.597451353484,1868.5974513534843,2.137304308171069,4216.597451353484,5809.429318227614,1592.83186687413,1,3,S014,4217,5810
P002754-1,U05,B,BAT_B03,4217.0,6237.24147479645,2020.2414747964503,2.935633182931117,6237.24147479645,8176.015854066602,1938.7743792701508,1,2,S003,6238,8177
P002867-1,U05,B,BAT_B01,6238.0,7798.778736614857,1560.7787366148573,2.1024528395672246,7798.778736614857,9376.50830042732,1577.729563812464,1,3,S009,7799,9377
P002888-1,U06,B,BAT_B02,0.0,1923.80003809751,1923.80003809751,2.7552342804549035,1923.80003809751,3784.4015596279683,1860.6015215304583,1,3,S012,1924,3785
P002910-1,U06,B,BAT_B04,1924.0,3899.6266365230267,1975.6266365230265,2.609979033144972,3899.6266365230267,5697.284217552515,1797.657581029488,2,2,S001>S002,3900,5698
P002909-1,U06,B,BAT_B02,3900.0,5729.57299249031,1829.5729924903096,2.3109026130195294,5729.57299249031,7397.630791465439,1668.0577989751296,1,3,S015,5730,7398
P002756-1,U06,B,BAT_B04,5761.0,7781.24147479645,2020.2414747964503,2.935633182931117,7781.24147479645,9720.015854066602,1938.7743792701508,1,2,S003,7782,9721
P008382-1,U07,C,BAT_C01,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U07,C,BAT_C03,1694.0,4519.312759084483,2825.312759084484,5.941568400889239,4519.312759084483,6961.820867658653,2442.508108574169,2,9,S007>S003,4520,6962
P008547-1,U07,C,BAT_C02,4717.0,7022.184064967842,2305.184064967841,6.1769107423796425,7022.184064967842,9528.430724362328,2506.2466593944864,1,6,S004,7023,9529
P008441-1,U08,C,BAT_C02,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P008641-1,U08,C,BAT_C04,2178.0,3738.8632994307263,1560.8632994307263,2.5939758810401803,3738.8632994307263,5274.731767212442,1535.8684677817155,1,6,S006,3739,5275
P008703-1,U08,C,BAT_C01,3739.0,5942.7583959173335,2203.758395917333,5.857489201651335,5942.7583959173335,8362.495054697903,2419.73665878057,1,5,S008,5943,8363
P008594-1,U08,C,BAT_C04,5943.0,7823.044640635813,1880.0446406358128,4.2387743677705485,7823.044640635813,9804.379365240336,1981.3347246045237,1,6,S005,7824,9805
