task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000077-1,U01,A,BAT_A01,0.0,1312.6149834599576,1312.6149834599576,1.3095840119305917,1312.6149834599576,2190.9392535732395,878.3242701132822,1,2,S006,1313,2191
P001153-1,U01,A,BAT_A05,1654.0,3873.799820896939,2219.799820896939,2.948053836316883,3873.799820896939,5225.459818055149,1351.6599971582104,2,2,S009>S002,3874,5226
P000424-1,U02,A,BAT_A02,0.0,1979.901539321032,1979.901539321032,2.348380666366242,1979.901539321032,3158.322620715724,1178.421081394692,2,2,S001>S006,1980,3159
P000071-1,U02,A,BAT_A01,2738.0,3990.6149834599573,1252.6149834599576,1.2411219044028343,3990.6149834599573,4849.161311398554,858.5463279385965,1,1,S006,3991,4850
P000890-1,U03,A,BAT_A03,0.0,1904.4758672031696,1904.4758672031696,2.19432547296678,1904.4758672031696,3038.392114949128,1133.9162477459586,2,2,S001>S013,1905,3039
P000110-1,U03,A,BAT_A06,1905.0,3558.8524691732737,1653.852469173274,2.0198116904222125,3558.8524691732737,4642.353624184135,1083.5011550108613,1,2,S010,3559,4643
P002523-1,U04,A,BAT_A04,0.0,2069.992187968592,2069.992187968592,2.2865693659807698,2069.992187968592,3230.556671474148,1160.5644835055557,2,3,S013>S010,2070,3231
P000104-1,U04,A,BAT_A02,3263.0,4954.534486238949,1691.5344862389493,2.3382502154288844,4954.534486238949,6130.028992918405,1175.4945066794553,1,2,S009,4955,6131
P002700-1,U05,B,BAT_B01,0.0,1150.3573074816584,1150.3573074816584,1.2239597072836312,1150.3573074816584,2347.406513971232,1197.0492064895736,1,2,S001,1151,2348
P002810-1,U05,B,BAT_B03,1151.0,2357.580686312237,1206.5806863122368,1.2916085976872098,2357.580686312237,3583.944411976695,1226.3637256644577,1,2,S006,2358,3584
P002902-1,U05,B,BAT_B01,2358.0,4226.597451353484,1868.5974513534843,2.137304308171069,4226.597451353484,5819.429318227614,1592.83186687413,1,3,S014,4227,5820
P002754-1,U05,B,BAT_B03,4227.0,6247.24147479645,2020.2414747964503,2.935633182931117,6247.24147479645,8186.015854066602,1938.7743792701508,1,2,S003,6248,8187
P002700-2,U06,B,BAT_B02,0.0,1150.3573074816584,1150.3573074816584,1.2239597072836312,1150.3573074816584,2347.406513971232,1197.0492064895736,1,2,S001,1151,2348
P002888-1,U06,B,BAT_B04,1151.0,3074.80003809751,1923.80003809751,2.7552342804549035,3074.80003809751,4935.401559627968,1860.6015215304583,1,3,S012,3075,4936
P002756-1,U06,B,BAT_B02,3075.0,5095.24147479645,2020.2414747964503,2.935633182931117,5095.24147479645,7034.015854066602,1938.7743792701508,1,2,S003,5096,7035
P002909-1,U06,B,BAT_B04,5096.0,6925.57299249031,1829.5729924903096,2.3109026130195294,6925.57299249031,8593.630791465439,1668.0577989751296,1,3,S015,6926,8594
P008382-1,U07,C,BAT_C01,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U07,C,BAT_C03,1694.0,4519.312759084483,2825.312759084484,5.941568400889239,4519.312759084483,6961.820867658653,2442.508108574169,2,9,S007>S003,4520,6962
P008547-1,U07,C,BAT_C01,4520.0,6825.184064967842,2305.184064967841,6.1769107423796425,6825.184064967842,9331.430724362328,2506.2466593944864,1,6,S004,6826,9332
P008441-1,U08,C,BAT_C02,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P051203-1,U08,C,BAT_C04,2178.0,4874.427513918611,2696.427513918611,6.377502256793861,4874.427513918611,7435.001041800282,2560.5735278816705,2,8,S011>S008,4875,7436
P008594-1,U08,C,BAT_C02,4875.0,6755.044640635813,1880.0446406358128,4.2387743677705485,6755.044640635813,8736.379365240336,1981.3347246045237,1,6,S005,6756,8737
