task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000020-1,U01,A,BAT_A01,0.0,1312.470877312685,1312.470877312685,1.2680232749127218,1312.470877312685,2178.7887122874713,866.3178349747864,1,3,S001,1313,2179
P000074-1,U01,A,BAT_A06,1313.0,2625.6149834599573,1312.6149834599576,1.354999454410149,2625.6149834599573,3517.0592702895556,891.4442868295985,1,2,S006,2626,3518
P000078-1,U01,A,BAT_A03,2626.0,3938.6149834599573,1312.6149834599576,1.2558925819390496,3938.6149834599573,4801.428396020127,862.8134125601699,1,2,S006,3939,4802
P000069-1,U02,A,BAT_A02,0.0,1252.6149834599576,1252.6149834599576,1.2869317340707995,1252.6149834599576,2124.395262191522,871.7802787315643,1,1,S006,1253,2125
P001153-1,U02,A,BAT_A05,1253.0,3472.799820896939,2219.799820896939,2.948053836316883,3472.799820896939,4824.459818055149,1351.6599971582104,2,2,S009>S002,3473,4825
P000104-1,U02,A,BAT_A04,3473.0,5164.534486238949,1691.5344862389493,2.3382502154288844,5164.534486238949,6340.028992918405,1175.4945066794553,1,2,S009,5165,6341
P000069-2,U03,A,BAT_A03,0.0,1252.6149834599576,1252.6149834599576,1.2869317340707995,1252.6149834599576,2124.395262191522,871.7802787315643,1,1,S006,1253,2125
P000110-1,U03,A,BAT_A02,2125.0,3778.8524691732737,1653.852469173274,2.0198116904222125,3778.8524691732737,4862.353624184135,1083.5011550108613,1,2,S010,3779,4863
P002523-1,U04,A,BAT_A04,0.0,2069.992187968592,2069.992187968592,2.2865693659807698,2069.992187968592,3230.556671474148,1160.5644835055557,2,3,S013>S010,2070,3231
P000890-1,U04,A,BAT_A01,2179.0,4083.4758672031694,1904.4758672031696,2.19432547296678,4083.4758672031694,5217.392114949128,1133.9162477459586,2,2,S001>S013,4084,5218
P002699-1,U05,B,BAT_B01,0.0,1090.3573074816584,1090.3573074816584,1.009881731382137,1090.3573074816584,2194.6393910805846,1104.2820835989262,1,1,S001,1091,2195
P002700-1,U05,B,BAT_B03,1177.0,2327.3573074816586,1150.3573074816584,1.2239597072836312,2327.3573074816586,3524.406513971232,1197.0492064895736,1,2,S001,2328,3525
P002888-1,U05,B,BAT_B01,2328.0,4251.80003809751,1923.80003809751,2.7552342804549035,4251.80003809751,6112.401559627968,1860.6015215304583,1,3,S012,4252,6113
P002754-1,U05,B,BAT_B02,4252.0,6272.24147479645,2020.2414747964503,2.935633182931117,6272.24147479645,8211.015854066602,1938.7743792701508,1,2,S003,6273,8212
P002756-1,U06,B,BAT_B02,0.0,2020.2414747964503,2020.2414747964503,2.935633182931117,2020.2414747964503,3959.015854066601,1938.7743792701508,1,2,S003,2021,3960
P002902-1,U06,B,BAT_B04,2021.0,3889.5974513534843,1868.5974513534843,2.137304308171069,3889.5974513534843,5482.429318227614,1592.83186687413,1,3,S014,3890,5483
P002909-1,U06,B,BAT_B03,3890.0,5719.57299249031,1829.5729924903096,2.3109026130195294,5719.57299249031,7387.630791465439,1668.0577989751296,1,3,S015,5720,7388
P008332-1,U07,C,BAT_C01,0.0,1627.4261775174657,1627.4261775174657,3.004693884669704,1627.4261775174657,3274.5307712821773,1647.1045937647116,1,8,S001,1628,3275
P025360-1,U07,C,BAT_C03,1628.0,4453.312759084483,2825.312759084484,5.941568400889239,4453.312759084483,6895.820867658653,2442.508108574169,2,9,S007>S003,4454,6896
P008547-1,U07,C,BAT_C01,4454.0,6759.184064967842,2305.184064967841,6.1769107423796425,6759.184064967842,9265.430724362328,2506.2466593944864,1,6,S004,6760,9266
P008441-1,U08,C,BAT_C02,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P051203-1,U08,C,BAT_C04,2178.0,4874.427513918611,2696.427513918611,6.377502256793861,4874.427513918611,7435.001041800282,2560.5735278816705,2,8,S011>S008,4875,7436
P008594-1,U08,C,BAT_C02,4875.0,6755.044640635813,1880.0446406358128,4.2387743677705485,6755.044640635813,8736.379365240336,1981.3347246045237,1,6,S005,6756,8737
