task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000071-1,U01,A,BAT_A01,0.0,1252.6149834599576,1252.6149834599576,1.2411219044028343,1252.6149834599576,2111.161311398554,858.5463279385965,1,1,S006,1253,2112
P001153-1,U01,A,BAT_A04,1654.0,3873.799820896939,2219.799820896939,2.948053836316883,3873.799820896939,5225.459818055149,1351.6599971582104,2,2,S009>S002,3874,5226
P000890-1,U02,A,BAT_A02,0.0,1904.4758672031696,1904.4758672031696,2.19432547296678,1904.4758672031696,3038.392114949128,1133.9162477459586,2,2,S001>S013,1905,3039
P000110-1,U02,A,BAT_A05,1905.0,3558.8524691732737,1653.852469173274,2.0198116904222125,3558.8524691732737,4642.353624184135,1083.5011550108613,1,2,S010,3559,4643
P002523-1,U03,A,BAT_A03,0.0,2069.992187968592,2069.992187968592,2.2865693659807698,2069.992187968592,3230.556671474148,1160.5644835055557,2,3,S013>S010,2070,3231
P000104-1,U03,A,BAT_A01,3263.0,4954.534486238949,1691.5344862389493,2.3382502154288844,4954.534486238949,6130.028992918405,1175.4945066794553,1,2,S009,4955,6131
P002700-1,U05,B,BAT_B01,0.0,1150.3573074816584,1150.3573074816584,1.2239597072836312,1150.3573074816584,2347.406513971232,1197.0492064895736,1,2,S001,1151,2348
P002700-2,U05,B,BAT_B03,1151.0,2301.3573074816586,1150.3573074816584,1.2239597072836312,2301.3573074816586,3498.406513971232,1197.0492064895736,1,2,S001,2302,3499
P002902-1,U05,B,BAT_B01,2348.0,4216.597451353484,1868.5974513534843,2.137304308171069,4216.597451353484,5809.429318227614,1592.83186687413,1,3,S014,4217,5810
P002754-1,U05,B,BAT_B03,4217.0,6237.24147479645,2020.2414747964503,2.935633182931117,6237.24147479645,8176.015854066602,1938.7743792701508,1,2,S003,6238,8177
P003521-1,U06,B,BAT_B02,66.0,1913.5544443474505,1847.5544443474505,2.062471539742773,1913.5544443474505,3473.9587782359854,1560.404333888535,2,3,S001>S006,1914,3474
P002888-1,U06,B,BAT_B04,1914.0,3837.80003809751,1923.80003809751,2.7552342804549035,3837.80003809751,5698.401559627968,1860.6015215304583,1,3,S012,3838,5699
P002909-1,U06,B,BAT_B02,3838.0,5667.57299249031,1829.5729924903096,2.3109026130195294,5667.57299249031,7335.630791465439,1668.0577989751296,1,3,S015,5668,7336
P002756-1,U06,B,BAT_B04,5699.0,7719.24147479645,2020.2414747964503,2.935633182931117,7719.24147479645,9658.015854066602,1938.7743792701508,1,2,S003,7720,9659
P008382-1,U07,C,BAT_C01,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U07,C,BAT_C03,1694.0,4519.312759084483,2825.312759084484,5.941568400889239,4519.312759084483,6961.820867658653,2442.508108574169,2,9,S007>S003,4520,6962
P051203-1,U07,C,BAT_C02,4717.0,7413.427513918611,2696.427513918611,6.377502256793861,7413.427513918611,9974.001041800282,2560.5735278816705,2,8,S011>S008,7414,9975
P008441-1,U08,C,BAT_C02,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P008599-1,U08,C,BAT_C04,2178.0,3540.8632994307263,1362.8632994307266,2.3242173466480023,3540.8632994307263,5003.672164147893,1462.8088647171671,1,3,S006,3541,5004
P008547-1,U08,C,BAT_C01,3541.0,5846.184064967842,2305.184064967841,6.1769107423796425,5846.184064967842,8352.430724362328,2506.2466593944864,1,6,S004,5847,8353
P008594-1,U08,C,BAT_C04,5847.0,7727.044640635813,1880.0446406358128,4.2387743677705485,7727.044640635813,9708.379365240336,1981.3347246045237,1,6,S005,7728,9709
