task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P000001-1,U01,A,BAT_A01,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001,1193,2046
P001153-1,U02,A,BAT_A02,0.0,2219.799820896939,2219.799820896939,2.948053836316883,2219.799820896939,3571.4598180551493,1351.6599971582104,2,2,S009>S002,2220,3572
P002874-1,U05,B,BAT_B01,0.0,1554.5713591276815,1554.5713591276815,1.8210449428989823,1554.5713591276815,3010.357501050574,1455.7861419228925,1,3,S010,1555,3011
P002895-1,U05,B,BAT_B03,1555.0,3065.400048484659,1510.4000484846588,1.824566933772147,3065.400048484659,4522.712386452589,1457.3123379679305,1,3,S013,3066,4523
P002863-1,U05,B,BAT_B01,3066.0,4566.778736614857,1500.7787366148573,2.00615948145015,4566.778736614857,6102.781178576588,1536.0024419617316,1,2,S009,4567,6103
P002754-1,U05,B,BAT_B03,5042.0,7062.24147479645,2020.2414747964503,2.935633182931117,7062.24147479645,9001.015854066602,1938.7743792701508,1,2,S003,7063,9002
P002888-1,U06,B,BAT_B02,0.0,1923.80003809751,1923.80003809751,2.7552342804549035,1923.80003809751,3784.4015596279683,1860.6015215304583,1,3,S012,1924,3785
P002902-1,U06,B,BAT_B04,1924.0,3792.5974513534843,1868.5974513534843,2.137304308171069,3792.5974513534843,5385.429318227614,1592.83186687413,1,3,S014,3793,5386
P002909-1,U06,B,BAT_B02,3803.0,5632.57299249031,1829.5729924903096,2.3109026130195294,5632.57299249031,7300.630791465439,1668.0577989751296,1,3,S015,5633,7301
P002756-1,U06,B,BAT_B04,5664.0,7684.24147479645,2020.2414747964503,2.935633182931117,7684.24147479645,9623.015854066602,1938.7743792701508,1,2,S003,7685,9624
P008382-1,U07,C,BAT_C01,0.0,1693.4261775174657,1693.4261775174657,2.728480567856419,1693.4261775174657,3265.722997978579,1572.2968204611134,1,9,S001,1694,3266
P025360-1,U07,C,BAT_C03,1694.0,4519.312759084483,2825.312759084484,5.941568400889239,4519.312759084483,6961.820867658653,2442.508108574169,2,9,S007>S003,4520,6962
P051203-1,U07,C,BAT_C02,4717.0,7413.427513918611,2696.427513918611,6.377502256793861,7413.427513918611,9974.001041800282,2560.5735278816705,2,8,S011>S008,7414,9975
P008594-1,U07,C,BAT_C01,7414.0,9294.044640635813,1880.0446406358128,4.2387743677705485,9294.044640635813,11275.379365240336,1981.3347246045237,1,6,S005,9295,11276
P008441-1,U08,C,BAT_C02,0.0,2177.00675724525,2177.00675724525,6.300747965355022,2177.00675724525,4716.792664528902,2539.785907283652,1,7,S002,2178,4717
P008641-1,U08,C,BAT_C04,2178.0,3738.8632994307263,1560.8632994307263,2.5939758810401803,3738.8632994307263,5274.731767212442,1535.8684677817155,1,6,S006,3739,5275
P008320-1,U08,C,BAT_C01,3739.0,5168.4261775174655,1429.4261775174657,2.728480567856419,5168.4261775174655,6740.722997978579,1572.2968204611134,1,5,S001,5169,6741
P008547-1,U08,C,BAT_C04,5275.0,7580.184064967842,2305.184064967841,6.1769107423796425,7580.184064967842,10086.430724362328,2506.2466593944864,1,6,S004,7581,10087
